ToolName,ModelName,Strength,TimeSeconds,Size,ErrorType
kali,HIGHLY_CONSTRAINED_27,3,17.02,63,Invalid
caopt,BOOLC_18,3,2.47,25,
acts,BOOLC_18,3,0.69,16,
cagen,BOOLC_18,3,0.0,16,
kali,BOOLC_18,3,2.35,29,
medici,BOOLC_18,3,0.21,16,
pmedici,BOOLC_18,3,2.04,25,
caopt,NUMC_17,3,293.41,1066,
acts,NUMC_17,3,1.21,1050,
cagen,NUMC_17,3,0.03,1052,
kali,NUMC_17,3,4.17,66,Invalid
medici,NUMC_17,3,0.19,0,Timeout
caopt,FM_13,3,0.37,16,
acts,FM_13,3,0.54,18,
cagen,FM_13,3,0.0,18,
kali,FM_13,3,2.18,13,Invalid
medici,FM_13,3,0.12,15,Invalid
pmedici,FM_13,3,1.92,21,
caopt,HIGHLY_CONSTRAINED_5,3,296.02,3105,
kali,HIGHLY_CONSTRAINED_5,3,4.85,4,Invalid
acts,UNIFORM_ALL_5,3,3.09,9176,
cagen,UNIFORM_ALL_5,3,0.2,9132,
kali,UNIFORM_ALL_5,3,301.0,0,Timeout
caopt,CNF_12,3,293.53,2405,
acts,CNF_12,3,1.11,2261,
cagen,CNF_12,3,0.04,2261,
kali,CNF_12,3,33.03,494,Invalid
pmedici,CNF_12,3,212.61,2639,Invalid
caopt,NUMC_12,3,94.26,253,
acts,NUMC_12,3,0.96,252,
cagen,NUMC_12,3,0.21,253,
kali,NUMC_12,3,3.04,13,Invalid
medici,NUMC_12,3,0.18,0,Timeout
acts,INDUSTRIAL_7,3,1.45,284,
cagen,INDUSTRIAL_7,3,0.08,271,
kali,INDUSTRIAL_7,3,301.0,0,Timeout
caopt,UNIFORM_BOOLEAN_9,3,12.48,27,
acts,UNIFORM_BOOLEAN_9,3,0.35,32,
cagen,UNIFORM_BOOLEAN_9,3,0.01,36,
kali,UNIFORM_BOOLEAN_9,3,2.49,37,
medici,UNIFORM_BOOLEAN_9,3,3.29,29,
pmedici,UNIFORM_BOOLEAN_9,3,2.17,47,
caopt,UNIFORM_ALL_7,3,296.83,7563,
acts,UNIFORM_ALL_7,3,1.26,4538,
cagen,UNIFORM_ALL_7,3,0.06,4532,
kali,UNIFORM_ALL_7,3,301.0,0,Timeout
caopt,BOOLC_2,3,3.28,19,
acts,BOOLC_2,3,0.74,10,
cagen,BOOLC_2,3,0.0,10,
kali,BOOLC_2,3,2.35,9,
medici,BOOLC_2,3,0.07,10,
pmedici,BOOLC_2,3,2.1,10,
caopt,CNF_2,3,293.41,1891,
acts,CNF_2,3,0.75,1832,
cagen,CNF_2,3,0.02,1827,
kali,CNF_2,3,14.63,548,Invalid
medici,CNF_2,3,198.88,1815,
pmedici,CNF_2,3,16.1,2339,
caopt,MCAC_9,3,293.38,1185,
acts,MCAC_9,3,3.24,1186,
cagen,MCAC_9,3,2.68,1165,
kali,MCAC_9,3,4.98,41,Invalid
medici,MCAC_9,3,128.25,1149,
pmedici,MCAC_9,3,53.48,1156,
caopt,FM_6,3,0.57,18,
acts,FM_6,3,0.59,21,
cagen,FM_6,3,0.0,20,
kali,FM_6,3,2.72,38,Invalid
medici,FM_6,3,2.33,19,
pmedici,FM_6,3,2.11,22,
caopt,CNF_5,3,293.56,2500,
acts,CNF_5,3,1.1,2253,
cagen,CNF_5,3,0.06,2159,
kali,CNF_5,3,5.27,15,Invalid
pmedici,CNF_5,3,73.9,2970,
caopt,CNF_3,3,293.72,3654,
acts,CNF_3,3,2.21,3616,
cagen,CNF_3,3,0.07,3617,
kali,CNF_3,3,51.62,254,Invalid
pmedici,CNF_3,3,127.5,3855,
caopt,MCA_9,3,76.61,590,
acts,MCA_9,3,0.33,588,
cagen,MCA_9,3,0.0,588,
kali,MCA_9,3,4.14,647,
medici,MCA_9,3,177.97,591,
pmedici,MCA_9,3,2.7,692,
caopt,UNIFORM_BOOLEAN_3,3,2.98,21,
acts,UNIFORM_BOOLEAN_3,3,0.31,26,
cagen,UNIFORM_BOOLEAN_3,3,0.0,24,
kali,UNIFORM_BOOLEAN_3,3,2.34,33,
medici,UNIFORM_BOOLEAN_3,3,2.26,23,
pmedici,UNIFORM_BOOLEAN_3,3,2.04,32,
caopt,BOOLC_0,3,4.19,21,
acts,BOOLC_0,3,0.77,17,
cagen,BOOLC_0,3,0.0,17,
kali,BOOLC_0,3,2.45,13,Invalid
medici,BOOLC_0,3,0.58,14,
pmedici,BOOLC_0,3,2.25,21,
caopt,HIGHLY_CONSTRAINED_2,3,293.47,1083,
acts,HIGHLY_CONSTRAINED_2,3,49.28,1062,
cagen,HIGHLY_CONSTRAINED_2,3,11.48,1051,
kali,HIGHLY_CONSTRAINED_2,3,6.13,21,Invalid
medici,HIGHLY_CONSTRAINED_2,3,154.49,1017,
acts,INDUSTRIAL_14,3,0.92,294,
cagen,INDUSTRIAL_14,3,0.04,295,
kali,INDUSTRIAL_14,3,49.68,196,Invalid
medici,INDUSTRIAL_14,3,76.99,296,Invalid
pmedici,INDUSTRIAL_14,3,8.19,353,
caopt,MCAC_3,3,297.14,6464,
acts,MCAC_3,3,15.3,4616,
cagen,MCAC_3,3,3.24,4477,
kali,MCAC_3,3,9.85,2,Invalid
caopt,BOOLC_15,3,0.99,20,
acts,BOOLC_15,3,1.14,17,
cagen,BOOLC_15,3,0.01,17,
kali,BOOLC_15,3,2.59,6,Invalid
medici,BOOLC_15,3,1.19,14,
pmedici,BOOLC_15,3,2.48,18,
caopt,UNIFORM_ALL_12,3,293.22,310,
acts,UNIFORM_ALL_12,3,0.37,338,
cagen,UNIFORM_ALL_12,3,0.0,335,
kali,UNIFORM_ALL_12,3,5.22,471,
medici,UNIFORM_ALL_12,3,42.86,330,
pmedici,UNIFORM_ALL_12,3,3.93,441,
caopt,CNF_0,3,90.92,434,
acts,CNF_0,3,0.61,458,
cagen,CNF_0,3,0.01,475,
kali,CNF_0,3,5.05,335,Invalid
medici,CNF_0,3,44.72,454,
pmedici,CNF_0,3,2.94,544,
caopt,HIGHLY_CONSTRAINED_22,3,296.01,4754,
acts,HIGHLY_CONSTRAINED_22,3,6.57,4479,
cagen,HIGHLY_CONSTRAINED_22,3,0.51,4483,
kali,HIGHLY_CONSTRAINED_22,3,11.21,116,Invalid
caopt,UNIFORM_BOOLEAN_0,3,1.68,19,
acts,UNIFORM_BOOLEAN_0,3,0.3,23,
cagen,UNIFORM_BOOLEAN_0,3,0.0,22,
kali,UNIFORM_BOOLEAN_0,3,2.22,32,
medici,UNIFORM_BOOLEAN_0,3,3.04,19,
pmedici,UNIFORM_BOOLEAN_0,3,1.97,32,
caopt,UNIFORM_BOOLEAN_14,3,11.28,27,
acts,UNIFORM_BOOLEAN_14,3,0.36,31,
cagen,UNIFORM_BOOLEAN_14,3,0.0,34,
kali,UNIFORM_BOOLEAN_14,3,2.35,38,
medici,UNIFORM_BOOLEAN_14,3,2.85,29,
pmedici,UNIFORM_BOOLEAN_14,3,2.17,46,
caopt,HIGHLY_CONSTRAINED_1,3,293.6,1591,
acts,HIGHLY_CONSTRAINED_1,3,1.97,1370,
cagen,HIGHLY_CONSTRAINED_1,3,0.1,1317,
kali,HIGHLY_CONSTRAINED_1,3,49.2,87,Invalid
caopt,CNF_6,3,60.36,729,
acts,CNF_6,3,0.84,728,
cagen,CNF_6,3,0.01,728,
kali,CNF_6,3,3.14,2,Invalid
medici,CNF_6,3,224.38,728,
pmedici,CNF_6,3,38.3,738,
caopt,MCA_14,3,293.54,1982,
acts,MCA_14,3,0.74,1759,
cagen,MCA_14,3,0.06,1746,
kali,MCA_14,3,38.23,2111,
pmedici,MCA_14,3,32.66,2248,
caopt,MCAC_0,3,296.21,4092,
kali,MCAC_0,3,4.99,12,Invalid
caopt,HIGHLY_CONSTRAINED_23,3,1.69,109,
acts,HIGHLY_CONSTRAINED_23,3,0.74,54,
cagen,HIGHLY_CONSTRAINED_23,3,0.0,54,
kali,HIGHLY_CONSTRAINED_23,3,2.47,6,Invalid
medici,HIGHLY_CONSTRAINED_23,3,1.76,54,
pmedici,HIGHLY_CONSTRAINED_23,3,2.17,54,
acts,INDUSTRIAL_4,3,1.0,25,
cagen,INDUSTRIAL_4,3,0.01,25,
caopt,MCAC_25,3,296.78,7124,
acts,MCAC_25,3,2.08,3911,
cagen,MCAC_25,3,0.09,3893,
kali,MCAC_25,3,301.0,0,Timeout
caopt,CNF_15,3,293.54,2257,
acts,CNF_15,3,1.35,2314,
cagen,CNF_15,3,0.03,2039,
kali,CNF_15,3,5.28,19,Invalid
medici,CNF_15,3,269.62,2198,
caopt,MCAC_28,3,297.81,5998,
kali,MCAC_28,3,7.08,2,Invalid
caopt,NUMC_15,3,293.65,3166,
acts,NUMC_15,3,0.93,2905,
cagen,NUMC_15,3,0.03,2878,
kali,NUMC_15,3,50.17,3252,Invalid
medici,NUMC_15,3,0.17,0,Timeout
caopt,UNIFORM_ALL_2,3,293.39,1052,
acts,UNIFORM_ALL_2,3,0.55,976,
cagen,UNIFORM_ALL_2,3,0.02,960,
kali,UNIFORM_ALL_2,3,19.47,1302,
medici,UNIFORM_ALL_2,3,194.98,930,
pmedici,UNIFORM_ALL_2,3,19.3,1282,
caopt,FM_14,3,1.26,36,
acts,FM_14,3,0.67,42,
cagen,FM_14,3,0.0,42,
kali,FM_14,3,2.61,11,Invalid
medici,FM_14,3,4.43,41,
pmedici,FM_14,3,2.38,44,
caopt,NUMC_10,3,293.5,1563,
acts,NUMC_10,3,5.29,1442,
cagen,NUMC_10,3,2.69,1389,
kali,NUMC_10,3,7.07,447,Invalid
medici,NUMC_10,3,0.19,0,Timeout
caopt,HIGHLY_CONSTRAINED_19,3,295.94,3771,
acts,HIGHLY_CONSTRAINED_19,3,5.46,2410,
cagen,HIGHLY_CONSTRAINED_19,3,1.04,2353,
kali,HIGHLY_CONSTRAINED_19,3,141.74,1408,Invalid
pmedici,HIGHLY_CONSTRAINED_19,3,114.54,3070,Invalid
caopt,UNIFORM_ALL_0,3,2.37,45,
acts,UNIFORM_ALL_0,3,0.29,54,
cagen,UNIFORM_ALL_0,3,0.0,57,
kali,UNIFORM_ALL_0,3,2.41,72,
medici,UNIFORM_ALL_0,3,3.73,50,
pmedici,UNIFORM_ALL_0,3,2.0,61,
caopt,BOOLC_9,3,10.57,48,
acts,BOOLC_9,3,0.69,28,
cagen,BOOLC_9,3,0.0,28,
kali,BOOLC_9,3,2.38,58,
medici,BOOLC_9,3,3.33,27,
pmedici,BOOLC_9,3,2.21,41,
caopt,BOOLC_5,3,0.66,17,
acts,BOOLC_5,3,0.7,12,
cagen,BOOLC_5,3,0.0,12,
kali,BOOLC_5,3,2.2,14,Invalid
medici,BOOLC_5,3,0.03,12,
pmedici,BOOLC_5,3,1.94,15,
caopt,NUMC_11,3,296.28,5482,
acts,NUMC_11,3,13.36,3219,
cagen,NUMC_11,3,37.86,3117,
kali,NUMC_11,3,43.88,185,Invalid
medici,NUMC_11,3,0.19,0,Timeout
caopt,FM_1,3,0.78,20,
acts,FM_1,3,0.59,24,
cagen,FM_1,3,0.0,26,
kali,FM_1,3,2.44,31,Invalid
medici,FM_1,3,1.16,21,
pmedici,FM_1,3,2.06,27,
caopt,UNIFORM_BOOLEAN_4,3,11.28,27,
acts,UNIFORM_BOOLEAN_4,3,0.38,31,
cagen,UNIFORM_BOOLEAN_4,3,0.0,34,
kali,UNIFORM_BOOLEAN_4,3,2.47,35,
medici,UNIFORM_BOOLEAN_4,3,2.97,29,
pmedici,UNIFORM_BOOLEAN_4,3,2.12,45,
caopt,BOOLC_7,3,2.08,27,
acts,BOOLC_7,3,0.62,18,
cagen,BOOLC_7,3,0.0,19,
kali,BOOLC_7,3,2.23,17,Invalid
medici,BOOLC_7,3,1.44,18,
pmedici,BOOLC_7,3,2.07,34,
caopt,CNF_4,3,293.44,1641,
acts,CNF_4,3,1.7,1592,
cagen,CNF_4,3,0.06,1589,
kali,CNF_4,3,4.63,0,Timeout
medici,CNF_4,3,192.86,1584,
caopt,MCAC_4,3,293.68,3378,
acts,MCAC_4,3,1.04,3167,
cagen,MCAC_4,3,0.04,3058,
kali,MCAC_4,3,64.05,1432,Invalid
pmedici,MCAC_4,3,57.15,4101,
caopt,INDUSTRIAL_13,3,6.79,71,
acts,INDUSTRIAL_13,3,0.7,83,
cagen,INDUSTRIAL_13,3,0.01,88,
kali,INDUSTRIAL_13,3,2.4,10,Invalid
medici,INDUSTRIAL_13,3,21.12,77,
pmedici,INDUSTRIAL_13,3,2.35,89,
caopt,BOOLC_12,3,0.77,20,
acts,BOOLC_12,3,0.7,18,
cagen,BOOLC_12,3,0.0,18,
kali,BOOLC_12,3,2.55,21,Invalid
medici,BOOLC_12,3,2.25,18,
pmedici,BOOLC_12,3,2.3,25,
caopt,BOOLC_27,3,91.77,78,
acts,BOOLC_27,3,1.41,29,
cagen,BOOLC_27,3,0.25,31,
kali,BOOLC_27,3,2.58,92,
medici,BOOLC_27,3,2.81,28,
pmedici,BOOLC_27,3,2.18,40,
caopt,MCAC_13,3,19.3,190,
acts,MCAC_13,3,0.76,169,
cagen,MCAC_13,3,0.01,170,
kali,MCAC_13,3,2.48,20,Invalid
medici,MCAC_13,3,9.61,169,
pmedici,MCAC_13,3,2.19,169,
caopt,BOOLC_28,3,2.48,33,
acts,BOOLC_28,3,0.68,25,
cagen,BOOLC_28,3,0.0,24,
kali,BOOLC_28,3,2.47,34,Invalid
medici,BOOLC_28,3,2.75,22,
pmedici,BOOLC_28,3,2.3,35,
caopt,HIGHLY_CONSTRAINED_17,3,296.24,4962,
acts,HIGHLY_CONSTRAINED_17,3,3.97,3842,
cagen,HIGHLY_CONSTRAINED_17,3,0.29,3707,
kali,HIGHLY_CONSTRAINED_17,3,20.28,45,Invalid
caopt,BOOLC_20,3,3.78,18,
acts,BOOLC_20,3,0.9,13,
cagen,BOOLC_20,3,0.01,13,
kali,BOOLC_20,3,2.59,7,Invalid
medici,BOOLC_20,3,2.1,13,
pmedici,BOOLC_20,3,2.48,15,
caopt,NUMC_18,3,296.5,3864,
kali,NUMC_18,3,8.99,6,Invalid
medici,NUMC_18,3,0.17,0,Timeout
caopt,CNF_22,3,296.06,4788,
acts,CNF_22,3,1.38,2926,
cagen,CNF_22,3,0.1,2910,
kali,CNF_22,3,105.32,787,Invalid
pmedici,CNF_22,3,100.53,4206,
caopt,BOOLC_4,3,14.7,59,
acts,BOOLC_4,3,0.86,35,
cagen,BOOLC_4,3,0.01,37,
kali,BOOLC_4,3,3.47,64,Invalid
medici,BOOLC_4,3,3.52,36,
pmedici,BOOLC_4,3,2.39,44,
caopt,MCA_15,3,293.34,1070,
acts,MCA_15,3,0.52,1005,
cagen,MCA_15,3,0.02,964,
kali,MCA_15,3,15.92,1333,Invalid
medici,MCA_15,3,134.53,971,
pmedici,MCA_15,3,12.4,1348,
kali,NUMC_5,3,107.72,84,Invalid
caopt,HIGHLY_CONSTRAINED_26,3,293.38,1251,
acts,HIGHLY_CONSTRAINED_26,3,6.56,1146,
cagen,HIGHLY_CONSTRAINED_26,3,85.26,1135,
kali,HIGHLY_CONSTRAINED_26,3,16.99,137,Invalid
medici,HIGHLY_CONSTRAINED_26,3,149.29,1089,
caopt,MCA_23,3,293.59,3225,
acts,MCA_23,3,0.64,3172,
cagen,MCA_23,3,0.02,3164,
kali,MCA_23,3,29.77,3402,
medici,MCA_23,3,281.15,3151,
pmedici,MCA_23,3,25.2,3437,
caopt,CNF_14,3,293.5,2251,
acts,CNF_14,3,0.93,2217,
cagen,CNF_14,3,0.04,2220,
kali,CNF_14,3,20.52,428,Invalid
medici,CNF_14,3,218.66,2216,
pmedici,CNF_14,3,23.6,2523,
caopt,CNF_13,3,293.3,1113,
acts,CNF_13,3,0.74,1056,
cagen,CNF_13,3,0.01,1057,
kali,CNF_13,3,5.82,146,Invalid
medici,CNF_13,3,166.71,1149,
pmedici,CNF_13,3,9.32,1319,
caopt,BOOLC_3,3,0.96,18,
acts,BOOLC_3,3,0.53,18,
cagen,BOOLC_3,3,0.0,20,
kali,BOOLC_3,3,2.6,19,Invalid
medici,BOOLC_3,3,2.87,19,
pmedici,BOOLC_3,3,2.19,27,
caopt,UNIFORM_ALL_9,3,8.18,25,
acts,UNIFORM_ALL_9,3,0.35,30,
cagen,UNIFORM_ALL_9,3,0.0,32,
kali,UNIFORM_ALL_9,3,2.46,42,
medici,UNIFORM_ALL_9,3,2.75,28,
pmedici,UNIFORM_ALL_9,3,2.21,39,
caopt,MCA_27,3,293.35,1629,
acts,MCA_27,3,0.46,1621,
cagen,MCA_27,3,0.01,1566,
kali,MCA_27,3,12.93,1916,
medici,MCA_27,3,182.26,1618,
pmedici,MCA_27,3,9.04,2024,
caopt,BOOLC_16,3,10.49,53,
acts,BOOLC_16,3,0.73,28,
cagen,BOOLC_16,3,0.01,29,
kali,BOOLC_16,3,2.51,105,
medici,BOOLC_16,3,3.04,29,
pmedici,BOOLC_16,3,2.09,41,
caopt,HIGHLY_CONSTRAINED_10,3,293.63,1786,
acts,HIGHLY_CONSTRAINED_10,3,3.58,1824,
cagen,HIGHLY_CONSTRAINED_10,3,2.05,1824,
kali,HIGHLY_CONSTRAINED_10,3,5.77,4,Invalid
medici,HIGHLY_CONSTRAINED_10,3,273.0,1801,
caopt,HIGHLY_CONSTRAINED_13,3,199.31,668,
acts,HIGHLY_CONSTRAINED_13,3,1.27,673,
cagen,HIGHLY_CONSTRAINED_13,3,0.04,672,
kali,HIGHLY_CONSTRAINED_13,3,2.83,8,Invalid
medici,HIGHLY_CONSTRAINED_13,3,121.23,676,
pmedici,HIGHLY_CONSTRAINED_13,3,9.41,675,
caopt,CNF_26,3,296.1,4706,
acts,CNF_26,3,2.09,2982,
cagen,CNF_26,3,0.09,2941,
kali,CNF_26,3,11.66,17,Invalid
kali,MCAC_5,3,248.97,0,Timeout
caopt,MCAC_14,3,296.29,5200,
acts,MCAC_14,3,9.17,2843,
cagen,MCAC_14,3,2.48,2811,
kali,MCAC_14,3,164.06,382,Invalid
caopt,MCA_12,3,295.82,3306,
acts,MCA_12,3,0.83,2020,
cagen,MCA_12,3,0.07,2011,
kali,MCA_12,3,62.23,2644,Invalid
pmedici,MCA_12,3,55.35,2821,
caopt,CNF_25,3,295.81,3947,
acts,CNF_25,3,1.04,2615,
cagen,CNF_25,3,0.05,2596,
kali,CNF_25,3,123.86,560,Invalid
pmedici,CNF_25,3,78.11,3435,
caopt,MCAC_18,3,293.41,1607,
acts,MCAC_18,3,0.96,1586,
cagen,MCAC_18,3,0.02,1584,
kali,MCAC_18,3,19.37,1321,Invalid
medici,MCAC_18,3,178.18,1585,
pmedici,MCAC_18,3,36.84,2317,Invalid
caopt,HIGHLY_CONSTRAINED_21,3,296.84,7219,
acts,HIGHLY_CONSTRAINED_21,3,131.01,5367,
cagen,HIGHLY_CONSTRAINED_21,3,50.95,5497,
kali,HIGHLY_CONSTRAINED_21,3,160.7,242,Invalid
caopt,NUMC_2,3,297.04,6036,
kali,NUMC_2,3,301.0,0,Timeout
medici,NUMC_2,3,0.18,0,Timeout
caopt,MCA_24,3,293.63,3052,
acts,MCA_24,3,0.68,2850,
cagen,MCA_24,3,0.03,2813,
kali,MCA_24,3,43.9,3778,Invalid
pmedici,MCA_24,3,38.69,3732,
caopt,MCA_20,3,296.03,5083,
acts,MCA_20,3,0.85,3395,
cagen,MCA_20,3,0.05,3396,
kali,MCA_20,3,85.02,4426,
pmedici,MCA_20,3,70.45,4655,
caopt,BOOLC_11,3,1.47,18,
acts,BOOLC_11,3,1.0,9,
cagen,BOOLC_11,3,0.0,9,
kali,BOOLC_11,3,2.52,7,Invalid
medici,BOOLC_11,3,0.3,9,
pmedici,BOOLC_11,3,2.03,9,
caopt,FM_11,3,0.58,17,
acts,FM_11,3,0.81,23,
cagen,FM_11,3,0.01,19,
kali,FM_11,3,3.48,17,Invalid
medici,FM_11,3,2.13,20,
pmedici,FM_11,3,2.76,29,
caopt,HIGHLY_CONSTRAINED_14,3,296.72,5394,
acts,HIGHLY_CONSTRAINED_14,3,289.25,2957,
cagen,HIGHLY_CONSTRAINED_14,3,229.85,2863,
kali,HIGHLY_CONSTRAINED_14,3,217.0,134,Invalid
caopt,NUMC_21,3,0.99,17,
acts,NUMC_21,3,0.71,8,
cagen,NUMC_21,3,0.01,8,
kali,NUMC_21,3,2.46,0,Timeout
medici,NUMC_21,3,0.18,0,Timeout
caopt,CNF_21,3,295.9,3875,
acts,CNF_21,3,1.42,2471,
cagen,CNF_21,3,0.08,2459,
kali,CNF_21,3,9.81,19,Invalid
pmedici,CNF_21,3,134.62,3093,
kali,NUMC_29,3,301.0,0,Timeout
medici,NUMC_29,3,0.0,4,Invalid
caopt,CNF_29,3,293.55,2786,
acts,CNF_29,3,1.2,2880,
cagen,CNF_29,3,0.04,2847,
kali,CNF_29,3,12.77,240,Invalid
pmedici,CNF_29,3,141.41,3313,
caopt,UNIFORM_ALL_6,3,293.44,1851,
acts,UNIFORM_ALL_6,3,0.54,1846,
cagen,UNIFORM_ALL_6,3,0.01,1801,
kali,UNIFORM_ALL_6,3,22.56,2547,
medici,UNIFORM_ALL_6,3,230.34,1764,
pmedici,UNIFORM_ALL_6,3,20.72,2482,
caopt,UNIFORM_ALL_1,3,95.19,86,
acts,UNIFORM_ALL_1,3,0.41,99,
cagen,UNIFORM_ALL_1,3,0.01,96,
kali,UNIFORM_ALL_1,3,3.71,123,
medici,UNIFORM_ALL_1,3,12.93,95,
pmedici,UNIFORM_ALL_1,3,2.81,123,
caopt,BOOLC_19,3,1.09,24,
acts,BOOLC_19,3,0.6,15,
cagen,BOOLC_19,3,0.0,16,
kali,BOOLC_19,3,2.42,16,Invalid
medici,BOOLC_19,3,1.26,17,
pmedici,BOOLC_19,3,2.2,26,
caopt,MCA_28,3,296.54,6263,
acts,MCA_28,3,1.17,3661,
cagen,MCA_28,3,0.11,3660,
kali,MCA_28,3,214.12,5137,
pmedici,MCA_28,3,205.9,5425,
caopt,HIGHLY_CONSTRAINED_18,3,293.67,1784,
acts,HIGHLY_CONSTRAINED_18,3,14.47,1709,
cagen,HIGHLY_CONSTRAINED_18,3,4.74,1707,
kali,HIGHLY_CONSTRAINED_18,3,2.93,0,Timeout
medici,HIGHLY_CONSTRAINED_18,3,265.21,1655,
pmedici,HIGHLY_CONSTRAINED_18,3,130.82,1827,
caopt,MCAC_10,3,296.19,4187,
kali,MCAC_10,3,153.08,615,Invalid
caopt,MCAC_29,3,295.26,63,
kali,MCAC_29,3,5.4,3,Invalid
medici,MCAC_29,3,5.92,32,
caopt,INDUSTRIAL_5,3,295.31,218,
acts,INDUSTRIAL_5,3,7.33,173,
cagen,INDUSTRIAL_5,3,0.68,171,
kali,INDUSTRIAL_5,3,124.22,491,Invalid
pmedici,INDUSTRIAL_5,3,91.09,233,
caopt,MCAC_17,3,296.83,6108,
acts,MCAC_17,3,43.62,5047,
kali,MCAC_17,3,4.22,0,Timeout
caopt,MCA_18,3,295.84,3343,
acts,MCA_18,3,0.9,2003,
cagen,MCA_18,3,0.08,1949,
kali,MCA_18,3,73.28,2746,Invalid
pmedici,MCA_18,3,62.81,2697,
caopt,NUMC_25,3,296.49,4117,
acts,NUMC_25,3,109.39,3387,
cagen,NUMC_25,3,24.49,3342,
kali,NUMC_25,3,7.45,24,Invalid
medici,NUMC_25,3,0.0,3,Invalid
caopt,NUMC_1,3,296.68,5314,
kali,NUMC_1,3,294.75,2197,Invalid
medici,NUMC_1,3,0.0,3,Invalid
caopt,BOOLC_29,3,35.01,57,
acts,BOOLC_29,3,1.24,31,
cagen,BOOLC_29,3,0.06,30,
kali,BOOLC_29,3,3.38,31,Invalid
medici,BOOLC_29,3,2.72,27,
pmedici,BOOLC_29,3,2.59,31,
caopt,CNF_19,3,296.26,5063,
acts,CNF_19,3,3.15,3453,
cagen,CNF_19,3,0.13,3411,
kali,CNF_19,3,6.32,0,Timeout
caopt,UNIFORM_BOOLEAN_10,3,3.97,22,
acts,UNIFORM_BOOLEAN_10,3,0.31,27,
cagen,UNIFORM_BOOLEAN_10,3,0.0,26,
kali,UNIFORM_BOOLEAN_10,3,2.29,34,
medici,UNIFORM_BOOLEAN_10,3,3.24,24,
pmedici,UNIFORM_BOOLEAN_10,3,2.03,33,
caopt,FM_12,3,0.67,27,
acts,FM_12,3,0.6,29,
cagen,FM_12,3,0.0,28,
medici,FM_12,3,2.0,26,
pmedici,FM_12,3,2.14,32,
kali,NUMC_9,3,301.0,0,Timeout
medici,NUMC_9,3,0.51,14,Invalid
caopt,MCA_0,3,293.35,1450,
acts,MCA_0,3,0.51,1411,
cagen,MCA_0,3,0.02,1413,
kali,MCA_0,3,13.62,1610,Invalid
medici,MCA_0,3,150.37,1409,
pmedici,MCA_0,3,8.56,1603,
caopt,NUMC_22,3,296.92,5898,
acts,NUMC_22,3,5.93,3505,
cagen,NUMC_22,3,0.22,3470,
kali,NUMC_22,3,91.83,57,Invalid
medici,NUMC_22,3,0.01,31,Invalid
caopt,NUMC_6,3,293.37,990,
acts,NUMC_6,3,1.06,994,
cagen,NUMC_6,3,0.02,990,
kali,NUMC_6,3,42.06,321,Invalid
medici,NUMC_6,3,0.19,0,Timeout
caopt,HIGHLY_CONSTRAINED_25,3,296.44,5170,
acts,HIGHLY_CONSTRAINED_25,3,42.78,3298,
kali,HIGHLY_CONSTRAINED_25,3,18.14,47,Invalid
caopt,MCA_8,3,293.53,2799,
acts,MCA_8,3,0.52,2584,
cagen,MCA_8,3,0.01,2593,
kali,MCA_8,3,38.67,3271,
medici,MCA_8,3,257.58,2569,
pmedici,MCA_8,3,29.15,3020,
acts,NUMC_16,3,173.78,6458,
cagen,NUMC_16,3,30.09,6201,
kali,NUMC_16,3,301.0,0,Timeout
medici,NUMC_16,3,0.0,3,Invalid
kali,NUMC_26,3,179.43,0,Timeout
medici,NUMC_26,3,0.0,3,Invalid
caopt,BOOLC_21,3,3.48,24,
acts,BOOLC_21,3,0.54,30,
cagen,BOOLC_21,3,0.0,30,
kali,BOOLC_21,3,2.43,52,Invalid
medici,BOOLC_21,3,3.39,27,
pmedici,BOOLC_21,3,2.04,37,
caopt,CNF_8,3,296.07,4483,
acts,CNF_8,3,1.84,2779,
cagen,CNF_8,3,0.11,2720,
kali,CNF_8,3,61.31,57,Invalid
caopt,BOOLC_26,3,0.46,16,
acts,BOOLC_26,3,0.47,16,
cagen,BOOLC_26,3,0.0,17,
kali,BOOLC_26,3,2.26,30,
medici,BOOLC_26,3,0.11,16,
pmedici,BOOLC_26,3,1.94,27,
caopt,CNF_16,3,1.47,64,
acts,CNF_16,3,0.48,64,
cagen,CNF_16,3,0.0,64,
kali,CNF_16,3,2.43,62,Invalid
medici,CNF_16,3,2.34,63,
pmedici,CNF_16,3,2.02,74,
caopt,MCA_17,3,96.84,632,
acts,MCA_17,3,0.37,630,
cagen,MCA_17,3,0.0,630,
kali,MCA_17,3,4.13,712,
medici,MCA_17,3,145.55,630,
pmedici,MCA_17,3,3.17,686,
caopt,MCA_7,3,43.02,376,
acts,MCA_7,3,0.34,375,
cagen,MCA_7,3,0.0,375,
kali,MCA_7,3,3.63,443,
medici,MCA_7,3,90.87,375,
pmedici,MCA_7,3,2.45,391,
kali,HIGHLY_CONSTRAINED_20,3,9.11,6,Invalid
caopt,CNF_11,3,296.58,5822,
acts,CNF_11,3,1.83,3310,
cagen,CNF_11,3,0.13,3296,
kali,CNF_11,3,301.0,0,Timeout
caopt,MCA_10,3,293.35,1981,
acts,MCA_10,3,0.4,1980,
cagen,MCA_10,3,0.01,1980,
kali,MCA_10,3,9.92,1980,
pmedici,MCA_10,3,5.13,2005,
caopt,HIGHLY_CONSTRAINED_24,3,297.38,8297,
kali,HIGHLY_CONSTRAINED_24,3,125.62,304,Invalid
