ToolName,ModelName,Strength,Iteration,ErrorType,TimeSeconds,Size
kali,CNF_19,5,1,Timeout,301.0,0
medici,HIGHLY_CONSTRAINED_18,3,3,,265.54,1655
cagen,HIGHLY_CONSTRAINED_17,3,3,,0.29,3707
acts,MCA_18,2,1,,0.4,148
pmedici,UNIFORM_BOOLEAN_14,3,1,,2.17,46
pmedici,CNF_6,3,2,,38.3,738
medici,CNF_26,2,2,,37.79,226
acts,UNIFORM_BOOLEAN_12,3,1,,0.34,30
cagen,HIGHLY_CONSTRAINED_6,3,1,,1.04,342
acts,UNIFORM_BOOLEAN_6,2,2,,0.3,12
cagen,UNIFORM_BOOLEAN_8,2,3,,0.0,8
pmedici,CNF_21,3,1,,134.62,3093
pmedici,UNIFORM_ALL_13,3,2,,25.69,1344
medici,BOOLC_19,2,3,,0.04,7
caopt,MCAC_2,2,2,,69.68,231
caopt,MCA_16,3,3,,297.44,9020
medici,CNF_4,3,3,,192.86,1584
kali,BOOLC_27,2,3,,2.52,45
pmedici,FM_14,4,1,,3.3,111
cagen,HIGHLY_CONSTRAINED_2,3,3,,11.62,1051
medici,CNF_11,5,1,Timeout,301.0,0
acts,MCAC_8,3,2,,127.51,727
cagen,HIGHLY_CONSTRAINED_13,3,1,,0.04,672
caopt,MCA_8,3,2,,293.55,2813
pmedici,UNIFORM_BOOLEAN_10,3,3,,2.1,33
cagen,CNF_4,3,2,,0.08,1589
pmedici,MCA_20,3,1,,70.45,4661
cagen,UNIFORM_ALL_0,3,3,,0.0,57
acts,NUMC_21,3,1,,0.74,8
caopt,FM_7,3,2,,0.2,5
kali,BOOLC_6,5,1,Invalid,5.62,20
pmedici,MCA_9,3,3,,2.93,714
caopt,HIGHLY_CONSTRAINED_6,6,1,,295.39,685
caopt,CNF_17,3,3,,293.66,2331
medici,UNIFORM_ALL_4,3,1,,50.8,361
medici,NUMC_5,2,1,Invalid,10.24,214
pmedici,BOOLC_3,3,2,,2.2,27
caopt,CNF_3,3,1,,293.72,3677
kali,FM_6,2,3,,2.43,23
kali,MCAC_10,2,3,Invalid,5.69,293
kali,UNIFORM_ALL_6,3,1,,22.56,2547
kali,INDUSTRIAL_6,3,2,Invalid,3.01,67
acts,CNF_0,5,1,,1.77,6525
caopt,HIGHLY_CONSTRAINED_22,2,3,,38.19,361
kali,FM_11,3,1,Invalid,3.48,17
pmedici,MCAC_26,3,1,,2.01,23
pmedici,BOOLC_12,3,1,,2.3,25
kali,NUMC_9,2,3,Invalid,17.18,434
medici,NUMC_29,2,3,Invalid,0.0,4
acts,BOOLC_15,2,1,,1.15,10
pmedici,MCA_23,3,3,,25.88,3451
pmedici,HIGHLY_CONSTRAINED_23,2,2,,2.05,54
kali,CNF_21,6,1,Timeout,301.0,0
cagen,CNF_29,3,1,,0.04,2847
medici,BOOLC_1,4,1,,10.19,64
caopt,CNF_14,3,1,,293.5,2269
caopt,NUMC_14,2,2,,1.93,13
cagen,UNIFORM_ALL_3,3,1,,0.02,233
acts,NUMC_22,3,3,,5.96,3505
caopt,CNF_0,3,3,,162.92,435
medici,NUMC_6,2,3,Timeout,0.2,0
kali,UNIFORM_ALL_5,3,3,Timeout,301.0,0
cagen,FM_11,4,1,,0.03,45
kali,FM_5,2,1,Invalid,3.05,45
kali,MCAC_13,2,1,Invalid,2.65,68
acts,HIGHLY_CONSTRAINED_22,3,2,,7.08,4479
caopt,INDUSTRIAL_1,2,2,,3.81,18
caopt,HIGHLY_CONSTRAINED_21,2,1,,88.79,270
acts,BOOLC_16,2,3,,0.72,11
medici,MCA_20,2,2,,47.71,250
kali,MCA_20,6,1,Timeout,301.0,0
pmedici,CNF_22,3,3,,100.53,4206
caopt,HIGHLY_CONSTRAINED_9,2,2,,33.43,184
cagen,MCA_28,3,1,,0.13,3660
caopt,MCA_15,3,1,,293.34,1070
cagen,MCAC_14,2,2,,2.36,201
kali,BOOLC_24,2,1,Invalid,2.57,35
cagen,HIGHLY_CONSTRAINED_1,3,1,,0.1,1317
acts,UNIFORM_BOOLEAN_1,2,2,,0.3,10
caopt,UNIFORM_BOOLEAN_8,2,3,,0.24,7
cagen,HIGHLY_CONSTRAINED_10,3,3,,2.05,1824
pmedici,UNIFORM_BOOLEAN_13,3,1,,1.99,31
medici,CNF_21,2,2,,37.27,198
cagen,INDUSTRIAL_10,2,2,,0.0,9
caopt,MCA_11,3,3,,293.28,1096
pmedici,FM_13,4,1,,2.05,27
kali,CNF_29,2,2,Invalid,4.11,237
kali,BOOLC_20,2,3,Invalid,2.53,12
acts,HIGHLY_CONSTRAINED_4,2,2,,0.77,1
caopt,MCAC_5,2,2,,293.38,297
cagen,MCAC_23,5,1,,44.92,190942
kali,INDUSTRIAL_12,2,2,Invalid,3.25,31
cagen,HIGHLY_CONSTRAINED_14,3,1,,229.91,2863
medici,INDUSTRIAL_10,2,2,,0.03,7
medici,CNF_16,5,1,,145.6,280
medici,MCA_28,6,1,Timeout,301.0,0
acts,UNIFORM_BOOLEAN_11,3,3,,0.29,20
cagen,MCA_8,3,1,,0.01,2593
medici,UNIFORM_ALL_3,3,1,,41.19,224
caopt,CNF_10,3,3,,293.45,1862
kali,BOOLC_1,5,1,Invalid,6.78,199
caopt,FM_0,3,2,,5.77,26
cagen,UNIFORM_ALL_7,3,3,,0.09,4532
caopt,CNF_4,3,1,,293.44,1641
kali,MCA_28,2,2,,6.4,380
pmedici,BOOLC_4,3,2,,2.51,45
medici,NUMC_2,2,1,Timeout,0.19,0
cagen,CNF_3,3,2,,0.07,3617
pmedici,MCA_27,3,1,,9.48,2046
medici,UNIFORM_ALL_12,2,1,,5.96,47
pmedici,BOOLC_15,3,1,,2.52,18
acts,UNIFORM_BOOLEAN_9,6,1,,33.88,490
caopt,HIGHLY_CONSTRAINED_25,2,3,,48.09,270
acts,HIGHLY_CONSTRAINED_15,4,1,,4.27,5254
acts,BOOLC_12,2,1,,0.67,8
caopt,BOOLC_8,3,1,,0.28,9
medici,MCAC_13,3,1,,9.63,169
kali,MCAC_17,2,3,Timeout,2.45,0
kali,FM_1,2,3,,2.46,29
kali,UNIFORM_ALL_1,3,1,,3.71,125
kali,INDUSTRIAL_1,3,2,Timeout,301.0,0
caopt,MCA_11,4,1,,295.83,8028
acts,INDUSTRIAL_8,2,2,,0.79,20
medici,HIGHLY_CONSTRAINED_28,3,2,,0.95,16
kali,BOOLC_20,5,1,Invalid,5.15,7
pmedici,UNIFORM_BOOLEAN_3,6,1,,33.61,399
cagen,MCAC_23,2,3,,0.01,188
kali,UNIFORM_BOOLEAN_3,6,1,,27.59,396
medici,NUMC_11,6,1,Timeout,0.19,0
medici,CNF_16,2,3,,0.05,28
kali,MCAC_28,6,1,Timeout,301.0,0
acts,UNIFORM_BOOLEAN_11,4,1,,0.35,44
caopt,NUMC_4,3,1,,297.34,5162
cagen,HIGHLY_CONSTRAINED_27,3,2,,1.5,1860
kali,CNF_0,3,2,Invalid,5.05,335
cagen,UNIFORM_ALL_7,4,1,,1.93,71146
kali,BOOLC_1,2,3,,2.25,31
pmedici,MCA_14,3,2,,33.49,2248
acts,MCA_0,6,1,,113.91,203071
caopt,UNIFORM_ALL_13,2,1,,16.21,86
kali,HIGHLY_CONSTRAINED_7,2,2,Invalid,2.71,24
pmedici,MCAC_0,2,3,Invalid,162.15,212
caopt,NUMC_23,2,3,,12.64,117
medici,BOOLC_5,3,1,,0.04,12
acts,NUMC_15,3,2,,0.96,2905
acts,HIGHLY_CONSTRAINED_15,3,3,,1.74,1058
acts,FM_8,2,2,,0.57,11
caopt,FM_12,3,2,,0.67,27
kali,NUMC_19,3,2,Timeout,301.0,0
acts,BOOLC_21,2,2,,0.54,11
kali,FM_1,5,1,Invalid,3.08,43
kali,MCAC_17,5,1,Timeout,301.0,0
caopt,BOOLC_19,2,2,,0.38,12
medici,MCA_17,2,3,,2.91,105
medici,MCAC_20,3,2,,260.21,1922
pmedici,BOOLC_26,3,2,,1.94,28
cagen,BOOLC_29,3,1,,0.09,30
acts,CNF_7,2,3,,0.67,235
pmedici,MCAC_4,2,1,,2.39,286
caopt,NUMC_27,2,1,,28.37,242
medici,BOOLC_1,3,3,,2.79,24
caopt,CNF_27,3,2,,293.66,2574
kali,BOOLC_5,2,1,Invalid,2.2,12
acts,NUMC_22,4,1,,118.36,45754
pmedici,HIGHLY_CONSTRAINED_10,2,1,Invalid,40.77,357
caopt,CNF_0,4,1,,293.39,2131
medici,NUMC_6,5,1,Timeout,0.17,0
acts,BOOLC_9,2,1,,0.77,11
cagen,FM_11,3,3,,0.01,19
kali,UNIFORM_ALL_5,4,1,Timeout,301.0,0
medici,NUMC_19,2,2,Invalid,0.0,5
medici,MCA_13,2,1,,15.88,126
acts,CNF_3,2,1,,0.75,361
caopt,HIGHLY_CONSTRAINED_12,2,2,,34.35,300
pmedici,FM_5,2,2,,2.54,35
pmedici,BOOLC_11,4,1,,2.28,9
acts,HIGHLY_CONSTRAINED_11,3,1,,8.5,2
kali,MCAC_20,2,2,Invalid,3.37,17
acts,BOOLC_16,5,1,,0.95,191
kali,BOOLC_17,2,2,Invalid,2.43,7
acts,MCA_8,2,2,,0.32,213
caopt,MCA_26,3,2,,293.59,2506
cagen,MCAC_27,2,1,,0.14,11
medici,BOOLC_29,2,2,,0.17,10
cagen,BOOLC_2,2,2,,0.0,8
medici,CNF_12,2,1,,32.76,195
pmedici,UNIFORM_ALL_8,2,1,,4.45,491
caopt,UNIFORM_BOOLEAN_8,5,1,,5.98,54
caopt,NUMC_0,3,3,,296.83,7433
cagen,HIGHLY_CONSTRAINED_10,4,1,,3.1,16432
acts,BOOLC_29,6,1,,3.65,95
caopt,BOOLC_11,6,1,Invalid,295.19,1
medici,FM_11,3,2,,3.13,20
medici,BOOLC_19,5,1,,10.33,58
acts,UNIFORM_ALL_9,3,2,,0.35,30
pmedici,CNF_12,3,2,Invalid,258.43,2652
kali,BOOLC_27,5,1,Invalid,17.38,146
pmedici,FM_14,3,3,,2.38,47
cagen,HIGHLY_CONSTRAINED_2,4,1,,11.78,5026
medici,CNF_11,2,3,,29.42,217
caopt,NUMC_3,3,1,,297.24,8405
medici,HIGHLY_CONSTRAINED_2,3,3,,154.49,1019
medici,NUMC_16,6,1,Invalid,0.0,3
pmedici,UNIFORM_BOOLEAN_10,4,1,,2.55,84
pmedici,MCAC_7,2,3,,7.25,343
kali,HIGHLY_CONSTRAINED_0,2,2,Invalid,5.43,206
medici,FM_0,6,1,Timeout,301.0,0
medici,BOOLC_26,6,1,,1.65,72
acts,NUMC_12,3,2,,1.06,252
caopt,MCAC_19,3,1,,127.52,1040
medici,BOOLC_2,3,1,,0.07,10
caopt,NUMC_24,2,3,,171.78,277
pmedici,MCA_9,4,1,,18.01,3086
kali,BOOLC_6,2,3,,2.48,42
cagen,UNIFORM_ALL_0,4,1,,0.0,171
kali,CNF_7,3,2,Invalid,264.92,2450
medici,INDUSTRIAL_1,6,1,Timeout,301.0,0
acts,MCA_7,6,1,,2.78,8954
kali,BOOLC_18,6,1,Invalid,2.35,22
kali,HIGHLY_CONSTRAINED_28,2,1,Invalid,2.62,4
pmedici,MCA_13,3,2,,8.29,1462
pmedici,HIGHLY_CONSTRAINED_13,2,3,,2.76,129
caopt,UNIFORM_ALL_14,2,1,,293.38,314
medici,MCA_10,2,3,,5.18,182
medici,MCAC_27,3,2,,2.84,23
acts,BOOLC_26,2,2,,0.53,9
cagen,FM_12,3,1,,0.0,28
kali,FM_6,5,1,Invalid,4.18,33
pmedici,MCAC_15,3,2,Invalid,40.62,4685
pmedici,BOOLC_21,3,2,,2.14,37
acts,CNF_0,2,3,,0.59,86
medici,NUMC_29,5,1,Invalid,0.01,4
kali,NUMC_9,5,1,Timeout,301.0,0
acts,MCA_23,6,1,,279.78,564418
acts,NUMC_25,4,1,,141.03,14921
kali,BOOLC_2,2,1,,2.43,9
medici,UNIFORM_ALL_0,4,1,,51.07,161
medici,NUMC_1,5,1,Invalid,0.0,3
caopt,UNIFORM_ALL_10,2,3,,293.39,426
pmedici,HIGHLY_CONSTRAINED_17,2,1,,151.16,323
medici,UNIFORM_BOOLEAN_9,3,3,,3.29,30
kali,MCA_18,2,3,Invalid,4.94,228
medici,BOOLC_6,3,3,,3.26,23
caopt,NUMC_20,2,1,,232.21,249
caopt,CNF_20,3,2,,296.55,6371
acts,HIGHLY_CONSTRAINED_16,3,1,,1.82,4
pmedici,FM_2,2,2,,2.11,20
pmedici,BOOLC_16,4,1,,2.57,89
kali,MCAC_27,2,2,Invalid,2.8,11
acts,BOOLC_11,5,1,,1.08,9
medici,MCA_14,2,1,,28.64,169
kali,NUMC_29,4,1,Timeout,301.0,0
caopt,HIGHLY_CONSTRAINED_15,2,2,,8.81,148
acts,CNF_4,2,1,,0.74,150
kali,HIGHLY_CONSTRAINED_8,6,1,Timeout,301.0,0
medici,FM_8,2,2,,0.03,11
pmedici,FM_10,3,1,,2.1,21
kali,BOOLC_10,2,2,Invalid,2.31,21
medici,INDUSTRIAL_9,2,2,,0.47,46
kali,CNF_19,2,3,Timeout,2.57,0
caopt,MCA_21,3,2,,295.98,4328
cagen,HIGHLY_CONSTRAINED_17,4,1,,37.16,39182
medici,HIGHLY_CONSTRAINED_6,3,1,,106.96,342
kali,MCA_8,3,3,,38.67,3312
medici,CNF_15,2,1,,34.34,180
cagen,BOOLC_5,2,2,,0.0,7
caopt,NUMC_7,3,3,,293.42,1470
cagen,UNIFORM_BOOLEAN_8,5,1,,0.0,56
caopt,UNIFORM_ALL_8,2,1,,293.41,336
medici,FM_0,3,2,,5.7,31
cagen,MCA_14,2,2,,0.0,170
medici,BOOLC_26,3,2,,0.15,16
acts,NUMC_12,6,1,,3.52,504
cagen,NUMC_15,2,3,,0.01,227
caopt,MCA_29,2,2,,8.11,211
kali,CNF_7,6,1,Timeout,301.0,0
acts,MCA_7,3,2,,0.39,375
kali,BOOLC_18,3,2,,2.38,36
medici,HIGHLY_CONSTRAINED_10,5,1,Timeout,301.0,0
kali,CNF_11,3,3,Timeout,301.0,0
kali,MCA_0,2,3,Invalid,3.57,180
medici,MCAC_27,6,1,,147.61,84
pmedici,BOOLC_21,6,1,,71.22,486
cagen,MCA_3,5,1,,95.59,658597
caopt,UNIFORM_BOOLEAN_7,4,1,,159.27,55
cagen,UNIFORM_BOOLEAN_0,4,1,,0.0,52
caopt,UNIFORM_ALL_0,3,1,,3.17,46
acts,MCA_23,3,2,,0.68,3172
medici,MCAC_4,6,1,Timeout,301.0,0
caopt,UNIFORM_BOOLEAN_10,5,1,,293.19,143
pmedici,UNIFORM_BOOLEAN_4,3,2,,2.17,47
medici,NUMC_9,4,1,Invalid,0.73,14
kali,MCAC_4,2,2,Invalid,4.97,354
medici,UNIFORM_BOOLEAN_1,2,3,,0.14,8
kali,HIGHLY_CONSTRAINED_24,3,3,Invalid,127.63,306
cagen,CNF_15,2,2,,0.01,179
medici,UNIFORM_ALL_8,5,1,Timeout,301.0,0
acts,MCAC_23,3,2,,1.19,2007
pmedici,INDUSTRIAL_14,2,2,,2.34,65
caopt,MCAC_15,2,3,,28.33,230
caopt,NUMC_28,3,1,,231.38,686
caopt,CNF_28,2,2,,13.12,197
kali,MCA_10,3,3,,9.93,1980
caopt,INDUSTRIAL_13,2,2,,0.67,21
acts,UNIFORM_ALL_9,6,1,,7.43,444
caopt,BOOLC_3,5,1,,95.78,91
caopt,BOOLC_21,4,1,,110.47,63
acts,BOOLC_19,4,1,,0.69,34
cagen,BOOLC_22,2,3,,0.0,9
kali,UNIFORM_BOOLEAN_4,3,2,,2.5,39
medici,NUMC_16,3,2,Invalid,0.0,3
acts,BOOLC_6,3,1,,0.93,25
kali,NUMC_21,5,1,Timeout,2.82,0
acts,CNF_22,3,2,,1.38,2926
cagen,CNF_22,5,1,,251.43,378912
caopt,MCAC_11,2,1,,7.71,157
kali,MCA_14,3,1,,38.23,2127
kali,HIGHLY_CONSTRAINED_8,3,2,Invalid,21.84,78
kali,HIGHLY_CONSTRAINED_20,3,1,Invalid,9.99,8
medici,UNIFORM_BOOLEAN_5,2,1,,0.18,8
acts,MCAC_14,4,1,,92.31,35229
pmedici,BOOLC_29,2,2,,2.18,20
acts,CNF_8,3,3,,2.0,2779
cagen,BOOLC_26,2,1,,0.0,7
kali,MCAC_18,4,1,Timeout,301.0,0
acts,BOOLC_2,3,3,,0.76,10
caopt,BOOLC_16,3,2,,10.49,55
medici,NUMC_21,4,1,Timeout,0.17,0
cagen,UNIFORM_ALL_14,4,1,,10.3,100292
acts,CNF_15,4,1,,9.27,24163
kali,NUMC_16,2,2,Invalid,11.12,117
acts,FM_7,3,2,,0.55,2
acts,INDUSTRIAL_12,3,1,Timeout,0.26,0
cagen,MCA_23,5,1,,2.54,96604
cagen,NUMC_11,2,1,,37.75,213
cagen,MCAC_4,3,1,,0.04,3058
medici,BOOLC_11,4,1,,3.42,9
kali,CNF_15,3,1,Invalid,5.28,19
acts,UNIFORM_ALL_12,5,1,,4.43,12394
acts,UNIFORM_ALL_1,2,2,,0.32,24
medici,HIGHLY_CONSTRAINED_27,2,2,,28.61,244
cagen,FM_5,4,1,,0.25,94
acts,INDUSTRIAL_7,3,2,,1.45,284
cagen,HIGHLY_CONSTRAINED_28,2,2,,0.03,16
caopt,UNIFORM_ALL_4,3,3,,293.21,343
pmedici,UNIFORM_ALL_3,3,3,,5.24,296
kali,MCA_4,2,1,Invalid,3.91,239
acts,MCA_14,4,1,,6.98,15712
kali,CNF_0,6,1,Invalid,208.92,190
cagen,NUMC_12,2,3,,0.23,126
medici,INDUSTRIAL_6,3,2,,13.71,111
medici,HIGHLY_CONSTRAINED_17,5,1,Timeout,301.0,0
kali,CNF_16,3,3,Invalid,2.46,66
acts,MCA_0,3,2,,0.59,1411
medici,FM_7,3,2,,0.0,2
medici,BOOLC_21,3,2,,3.39,27
acts,NUMC_15,6,1,,284.11,2449019
cagen,MCA_13,2,2,,0.0,126
cagen,UNIFORM_BOOLEAN_7,4,1,,0.01,63
caopt,UNIFORM_ALL_7,3,1,,296.86,7563
caopt,NUMC_8,2,3,,13.84,122
caopt,UNIFORM_BOOLEAN_0,4,1,,30.27,41
cagen,MCA_4,5,1,,3.41,84129
pmedici,UNIFORM_ALL_0,3,1,,2.0,61
caopt,FM_12,6,1,,14.09,109
acts,MCA_24,3,2,,0.73,2850
kali,NUMC_19,6,1,Timeout,301.0,0
medici,MCAC_3,6,1,Timeout,301.0,0
medici,MCAC_20,6,1,Timeout,301.0,0
kali,MCA_7,2,3,,2.7,86
cagen,HIGHLY_CONSTRAINED_18,5,1,,30.84,58497
pmedici,BOOLC_26,6,1,,1.98,76
medici,HIGHLY_CONSTRAINED_9,2,1,,35.25,189
medici,BOOLC_9,2,3,,0.32,9
caopt,MCAC_12,2,3,,204.96,267
pmedici,INDUSTRIAL_13,2,2,,2.19,32
kali,MCA_17,3,3,,4.23,712
caopt,INDUSTRIAL_14,2,2,Timeout,0.03,0
medici,HIGHLY_CONSTRAINED_28,6,1,,38.82,16
pmedici,HIGHLY_CONSTRAINED_18,3,1,,138.68,1838
kali,HIGHLY_CONSTRAINED_23,3,3,Invalid,2.51,6
medici,UNIFORM_BOOLEAN_6,2,3,,0.31,9
kali,MCAC_3,2,2,Invalid,3.13,3
pmedici,UNIFORM_BOOLEAN_3,3,2,,2.06,35
cagen,CNF_12,2,2,,0.01,193
cagen,BOOLC_25,2,3,,0.01,13
kali,UNIFORM_BOOLEAN_3,3,2,,2.59,34
kali,NUMC_26,5,1,Timeout,301.0,0
acts,BOOLC_1,3,1,,0.6,28
acts,CNF_25,3,2,,1.11,2615
medici,NUMC_11,3,2,Timeout,0.19,0
caopt,BOOLC_26,4,1,,1.78,31
kali,MCAC_28,3,2,Invalid,7.57,2
caopt,BOOLC_4,5,1,,295.24,696
acts,INDUSTRIAL_11,3,3,,0.62,66
pmedici,BOOLC_19,5,1,,4.0,70
acts,HIGHLY_CONSTRAINED_19,2,1,,2.83,188
medici,UNIFORM_BOOLEAN_2,2,1,,0.21,8
kali,HIGHLY_CONSTRAINED_27,3,1,Invalid,22.22,75
kali,CNF_8,2,2,Invalid,5.76,51
kali,BOOLC_9,3,3,,2.45,69
acts,MCAC_13,4,1,,0.83,174
cagen,CNF_25,5,1,,27.01,234001
caopt,MCAC_16,2,1,,6.91,183
kali,MCA_13,3,1,,11.46,1594
acts,CNF_12,4,1,,6.38,21769
kali,NUMC_11,2,2,Invalid,4.78,317
cagen,UNIFORM_ALL_13,4,1,,0.21,7861
medici,NUMC_26,4,1,Invalid,0.0,3
kali,NUMC_6,4,1,Timeout,301.0,0
acts,FM_0,3,2,,0.94,34
cagen,BOOLC_21,2,1,,0.0,11
acts,BOOLC_29,3,2,,1.24,31
caopt,BOOLC_11,3,2,,1.58,18
acts,BOOLC_5,3,3,,0.76,12
kali,FM_9,4,1,Invalid,2.8,4
cagen,INDUSTRIAL_3,5,1,,0.03,324
medici,MCAC_28,2,2,,43.59,246
medici,HIGHLY_CONSTRAINED_20,2,2,,48.78,359
acts,UNIFORM_ALL_6,2,2,,0.34,140
kali,BOOLC_28,4,1,Invalid,2.98,26
cagen,FM_2,4,1,,0.09,105
acts,INDUSTRIAL_0,3,2,,0.77,69
cagen,MCAC_3,3,1,,3.24,4477
medici,BOOLC_16,4,1,,11.12,76
cagen,NUMC_16,2,1,,26.46,327
cagen,MCA_24,5,1,,10.32,300518
kali,CNF_12,3,1,Invalid,35.66,561
kali,UNIFORM_ALL_11,2,2,,2.81,44
acts,NUMC_6,3,1,,1.09,994
kali,MCA_3,2,1,Invalid,5.63,346
acts,MCA_13,4,1,,1.17,8723
caopt,UNIFORM_ALL_3,3,3,,293.23,211
pmedici,UNIFORM_ALL_4,3,3,,5.27,480
kali,INDUSTRIAL_3,3,1,Invalid,3.11,19
kali,NUMC_28,3,2,Invalid,3.36,23
kali,UNIFORM_ALL_3,3,2,,6.47,324
kali,MCAC_26,5,1,Timeout,2.23,0
caopt,BOOLC_28,2,2,,0.47,13
acts,BOOLC_10,2,2,,0.68,9
medici,MCAC_11,3,2,,112.38,1570
medici,MCA_26,2,3,,27.94,168
cagen,BOOLC_18,3,1,,0.0,16
kali,FM_14,3,2,Invalid,2.61,12
pmedici,BOOLC_17,3,2,,2.55,23
pmedici,MCAC_23,3,2,,191.55,2657
caopt,INDUSTRIAL_7,2,3,Timeout,0.03,0
medici,UNIFORM_ALL_10,2,2,,50.65,387
cagen,FM_4,6,1,,0.1,31
acts,FM_13,2,3,,0.53,8
cagen,CNF_1,3,1,,0.2,3951
pmedici,HIGHLY_CONSTRAINED_25,2,3,,165.91,288
pmedici,MCA_25,3,2,,12.01,2248
caopt,CNF_6,3,2,,60.36,729
pmedici,BOOLC_6,3,1,,2.13,36
medici,NUMC_0,2,2,Invalid,0.0,3
caopt,NUMC_12,2,3,,6.23,127
medici,UNIFORM_ALL_1,3,2,,12.93,96
caopt,FM_2,3,1,,8.68,29
medici,BOOLC_10,6,1,,76.98,202
cagen,UNIFORM_BOOLEAN_9,2,2,,0.0,12
cagen,NUMC_8,3,1,,0.58,448
acts,UNIFORM_BOOLEAN_7,2,3,,0.34,12
cagen,BOOLC_4,5,1,,0.11,264
medici,NUMC_20,6,1,Invalid,0.22,97
medici,CNF_27,2,3,,36.64,208
pmedici,CNF_7,3,3,,216.18,5786
kali,MCAC_19,6,1,Timeout,136.09,0
medici,INDUSTRIAL_12,2,1,Invalid,3.01,30
cagen,HIGHLY_CONSTRAINED_16,3,2,,0.07,4
caopt,MCAC_7,2,1,,94.89,370
acts,MCAC_15,6,1,,91.95,732443
kali,INDUSTRIAL_10,2,1,,2.21,28
medici,INDUSTRIAL_8,5,1,Invalid,20.61,136
kali,BOOLC_11,5,1,Invalid,2.78,6
pmedici,CNF_24,3,2,,6.1,1241
medici,FM_9,5,1,,24.71,174
acts,HIGHLY_CONSTRAINED_6,2,1,,4.53,77
pmedici,UNIFORM_BOOLEAN_11,3,2,,1.92,31
pmedici,CNF_3,3,1,,132.82,3855
medici,CNF_23,2,1,,0.59,131
caopt,MCA_9,3,3,,76.61,591
acts,UNIFORM_BOOLEAN_3,2,1,,0.32,10
acts,MCAC_9,3,3,,3.32,1186
acts,BOOLC_18,6,1,,0.76,64
acts,HIGHLY_CONSTRAINED_2,2,3,,50.13,189
kali,BOOLC_26,2,2,,2.25,22
pmedici,CNF_13,4,1,,264.25,8234
caopt,MCA_17,3,2,,204.04,633
cagen,MCAC_16,2,1,,0.01,182
caopt,MCAC_3,2,3,,105.42,239
medici,BOOLC_18,2,2,,0.02,7
kali,INDUSTRIAL_14,2,3,Invalid,3.94,158
medici,NUMC_8,6,1,Invalid,2.24,111
caopt,FM_14,4,1,,17.18,90
medici,MCA_22,2,1,,29.21,217
kali,NUMC_8,2,2,Invalid,2.57,9
medici,NUMC_28,2,2,Invalid,0.0,3
caopt,UNIFORM_BOOLEAN_6,6,1,,293.21,371
caopt,INDUSTRIAL_3,2,1,,1.28,59
cagen,UNIFORM_BOOLEAN_1,6,1,,0.1,330
caopt,HIGHLY_CONSTRAINED_23,2,2,,0.69,55
pmedici,BOOLC_20,4,1,,3.05,19
kali,INDUSTRIAL_7,3,3,Timeout,301.0,0
acts,BOOLC_27,5,1,,1.64,213
kali,FM_7,2,2,,2.14,2
kali,MCAC_11,2,2,,3.55,176
medici,MCAC_26,4,1,,0.3,23
pmedici,BOOLC_2,3,3,,2.1,10
caopt,CNF_16,3,2,,1.48,64
kali,CNF_6,4,1,Invalid,6.04,2
caopt,NUMC_16,2,1,,261.56,331
pmedici,MCA_8,3,2,,29.15,3045
caopt,FM_6,3,3,,0.68,19
cagen,UNIFORM_ALL_1,3,2,,0.01,96
acts,NUMC_13,4,1,,49.64,35905
kali,HIGHLY_CONSTRAINED_1,5,1,Timeout,301.0,0
pmedici,HIGHLY_CONSTRAINED_21,2,1,,272.36,362
cagen,CNF_5,3,3,,0.06,2159
medici,MCAC_16,3,2,,228.08,1461
medici,MCA_21,2,3,,40.26,214
kali,MCAC_21,5,1,Timeout,301.0,0
acts,BOOLC_17,2,2,,0.98,10
caopt,INDUSTRIAL_0,2,3,,0.76,17
kali,FM_13,3,2,Invalid,2.32,13
pmedici,FM_4,5,1,,9.93,30
pmedici,BOOLC_10,3,2,,2.46,29
acts,HIGHLY_CONSTRAINED_23,3,3,,0.74,54
medici,NUMC_18,5,1,Timeout,0.2,0
kali,UNIFORM_ALL_4,3,2,,7.24,547
pmedici,INDUSTRIAL_8,3,1,,2.43,55
medici,NUMC_7,2,2,Invalid,0.0,9
pmedici,BOOLC_1,3,1,,2.16,37
caopt,CNF_1,3,2,,297.02,6879
acts,NUMC_23,3,2,,1.9,265
caopt,FM_5,3,1,,2.89,26
medici,BOOLC_17,6,1,,26.42,70
caopt,MCAC_28,3,1,,297.81,5998
caopt,NUMC_15,2,3,,17.53,226
medici,UNIFORM_ALL_6,3,2,,231.86,1764
cagen,FM_3,6,1,,5.45,692
acts,FM_14,2,3,,0.6,14
pmedici,HIGHLY_CONSTRAINED_22,2,3,,114.96,351
cagen,CNF_6,3,1,,0.01,728
kali,BOOLC_29,6,1,Invalid,53.46,13
kali,HIGHLY_CONSTRAINED_19,2,1,Invalid,5.42,364
pmedici,MCA_22,3,2,,184.75,4517
medici,FM_10,4,1,,0.97,28
kali,FM_8,6,1,Invalid,2.6,12
medici,CNF_20,2,3,,28.6,247
cagen,INDUSTRIAL_11,2,3,,0.0,26
cagen,HIGHLY_CONSTRAINED_11,3,2,,0.29,2
caopt,UNIFORM_BOOLEAN_9,2,2,,0.38,9
acts,UNIFORM_BOOLEAN_0,2,3,,0.29,10
acts,CNF_13,6,1,,37.82,55628
cagen,BOOLC_3,5,1,,0.01,100
