ToolName,ModelName,Strength,TimeSeconds,Size,ErrorType
appts,UNIFORM_BOOLEAN_25,2,6.22,4,
pmedici,MCA_33,2,1.84,205,
iposolver,MCA_33,2,0.0,205,
cagen,MCA_33,2,0.0,205,
appts,MCA_33,2,26.3,205,
pmedici,MCAC_26,2,9.38,2092,Invalid
cagen,MCAC_26,2,300.0,0,Timeout
appts,MCAC_26,2,300.12,2072,
pmedici,MCA_20,2,11.23,2141,
iposolver,MCA_20,2,0.06,1704,
cagen,MCA_20,2,0.01,1681,
appts,MCA_20,2,40.0,1680,
pmedici,MCA_48,2,4.91,1312,
iposolver,MCA_48,2,0.03,1312,
cagen,MCA_48,2,0.0,1312,
appts,MCA_48,2,37.19,1312,
pmedici,MCA_34,2,9.15,1867,
iposolver,MCA_34,2,0.04,1680,
cagen,MCA_34,2,0.01,1680,
appts,MCA_34,2,42.05,1680,
pmedici,MCA_30,2,1.91,12,
iposolver,MCA_30,2,0.0,12,
cagen,MCA_30,2,0.0,12,
appts,MCA_30,2,11.83,12,
pmedici,UNIFORM_ALL_21,2,2.2,243,
iposolver,UNIFORM_ALL_21,2,0.0,160,
cagen,UNIFORM_ALL_21,2,0.0,156,
appts,UNIFORM_ALL_21,2,22.36,144,
pmedici,MCAC_21,2,15.8,1045,Invalid
cagen,MCAC_21,2,294.85,931,
appts,MCAC_21,2,74.72,931,
pmedici,UNIFORM_BOOLEAN_38,2,1.81,9,
iposolver,UNIFORM_BOOLEAN_38,2,0.0,9,
cagen,UNIFORM_BOOLEAN_38,2,0.0,10,
appts,UNIFORM_BOOLEAN_38,2,13.01,7,
pmedici,MCA_27,2,2.55,705,
iposolver,MCA_27,2,0.0,705,
cagen,MCA_27,2,0.0,705,
appts,MCA_27,2,32.37,705,
pmedici,MCA_16,2,1.84,7,
iposolver,MCA_16,2,0.0,4,
cagen,MCA_16,2,0.0,4,
appts,MCA_16,2,6.28,4,
pmedici,UNIFORM_ALL_8,2,3.36,650,
iposolver,UNIFORM_ALL_8,2,0.01,404,
cagen,UNIFORM_ALL_8,2,0.0,378,
appts,UNIFORM_ALL_8,2,34.82,346,
pmedici,BOOLC_9,2,2.01,42,Invalid
cagen,BOOLC_9,2,0.06,13,
appts,BOOLC_9,2,13.81,9,
pmedici,UNIFORM_ALL_22,2,19.02,1180,
iposolver,UNIFORM_ALL_22,2,0.38,731,
cagen,UNIFORM_ALL_22,2,0.01,361,
appts,UNIFORM_ALL_22,2,49.84,361,
pmedici,MCAC_5,2,44.49,2676,Invalid
cagen,MCAC_5,2,61.5,2172,
appts,MCAC_5,2,159.01,2161,
pmedici,MCAC_24,2,12.27,1799,Invalid
cagen,MCAC_24,2,0.02,1702,
appts,MCAC_24,2,42.24,1702,
pmedici,MCAC_37,2,2.01,7,Invalid
cagen,MCAC_37,2,0.1,6,
appts,MCAC_37,2,4.85,6,
pmedici,UNIFORM_ALL_6,2,2.12,202,
iposolver,UNIFORM_ALL_6,2,0.0,151,
cagen,UNIFORM_ALL_6,2,0.0,121,
appts,UNIFORM_ALL_6,2,21.0,121,
pmedici,MCAC_35,2,300.11,0,Timeout
cagen,MCAC_35,2,0.64,2386,
appts,MCAC_35,2,71.98,2352,
pmedici,MCAC_29,2,43.36,2145,Invalid
cagen,MCAC_29,2,300.0,0,Timeout
appts,MCAC_29,2,25.73,1891,
pmedici,UNIFORM_ALL_9,2,2.47,186,
iposolver,UNIFORM_ALL_9,2,0.03,133,
cagen,UNIFORM_ALL_9,2,0.0,135,
appts,UNIFORM_ALL_9,2,43.3,107,
pmedici,UNIFORM_ALL_28,2,3.0,249,
iposolver,UNIFORM_ALL_28,2,0.06,183,
cagen,UNIFORM_ALL_28,2,0.0,167,
appts,UNIFORM_ALL_28,2,45.46,140,
pmedici,MCAC_23,2,2.37,33,
cagen,MCAC_23,2,0.04,33,
appts,MCAC_23,2,8.15,33,
pmedici,UNIFORM_ALL_25,2,1.92,23,
iposolver,UNIFORM_ALL_25,2,0.0,18,
cagen,UNIFORM_ALL_25,2,0.0,15,
appts,UNIFORM_ALL_25,2,14.37,13,
pmedici,MCAC_2,2,20.91,2271,Invalid
cagen,MCAC_2,2,0.02,1664,
appts,MCAC_2,2,42.46,1656,
pmedici,MCA_28,2,5.06,1437,
iposolver,MCA_28,2,0.02,1318,
cagen,MCA_28,2,0.0,1300,
appts,MCA_28,2,36.67,1300,
pmedici,MCAC_30,2,63.1,4569,Invalid
cagen,MCAC_30,2,0.02,2286,
appts,MCAC_30,2,50.02,2256,
pmedici,MCAC_32,2,79.77,288,
cagen,MCAC_32,2,300.0,0,Timeout
appts,MCAC_32,2,204.16,276,
pmedici,UNIFORM_ALL_1,2,23.63,1352,
iposolver,UNIFORM_ALL_1,2,0.45,803,
cagen,UNIFORM_ALL_1,2,0.02,727,
appts,UNIFORM_ALL_1,2,171.77,662,
pmedici,MCA_36,2,12.77,2160,
iposolver,MCA_36,2,0.07,1776,
cagen,MCA_36,2,0.01,1776,
appts,MCA_36,2,40.92,1776,
pmedici,UNIFORM_BOOLEAN_18,2,1.77,14,
iposolver,UNIFORM_BOOLEAN_18,2,0.0,7,
cagen,UNIFORM_BOOLEAN_18,2,0.0,8,
appts,UNIFORM_BOOLEAN_18,2,11.19,6,
pmedici,MCAC_8,2,300.12,0,Timeout
cagen,MCAC_8,2,0.47,1448,
appts,MCAC_8,2,103.82,1435,
pmedici,UNIFORM_ALL_42,2,1.95,256,
iposolver,UNIFORM_ALL_42,2,0.0,256,
cagen,UNIFORM_ALL_42,2,0.0,256,
appts,UNIFORM_ALL_42,2,23.64,256,
pmedici,UNIFORM_BOOLEAN_41,2,1.78,9,
iposolver,UNIFORM_BOOLEAN_41,2,0.0,9,
cagen,UNIFORM_BOOLEAN_41,2,0.0,8,
appts,UNIFORM_BOOLEAN_41,2,11.8,6,
pmedici,UNIFORM_BOOLEAN_14,2,1.78,23,
iposolver,UNIFORM_BOOLEAN_14,2,0.0,9,
cagen,UNIFORM_BOOLEAN_14,2,0.0,10,
appts,UNIFORM_BOOLEAN_14,2,12.48,7,
pmedici,BOOLC_34,2,2.0,35,Invalid
cagen,BOOLC_34,2,19.21,11,
appts,BOOLC_34,2,19.28,8,
pmedici,BOOLC_47,2,2.01,36,Invalid
cagen,BOOLC_47,2,300.0,0,Timeout
appts,BOOLC_47,2,41.25,9,
pmedici,UNIFORM_BOOLEAN_35,2,1.8,10,
iposolver,UNIFORM_BOOLEAN_35,2,0.0,9,
cagen,UNIFORM_BOOLEAN_35,2,0.0,10,
appts,UNIFORM_BOOLEAN_35,2,12.29,7,
pmedici,BOOLC_12,2,1.81,4,
cagen,BOOLC_12,2,0.46,4,
appts,BOOLC_12,2,10.7,4,
pmedici,MCAC_3,2,1.91,98,
cagen,MCAC_3,2,0.0,98,
appts,MCAC_3,2,26.3,98,
pmedici,UNIFORM_BOOLEAN_0,2,1.84,15,
iposolver,UNIFORM_BOOLEAN_0,2,0.0,9,
cagen,UNIFORM_BOOLEAN_0,2,0.0,8,
appts,UNIFORM_BOOLEAN_0,2,12.19,6,
pmedici,BOOLC_19,2,1.98,35,Invalid
cagen,BOOLC_19,2,247.42,15,
appts,BOOLC_19,2,38.5,10,Invalid
pmedici,BOOLC_16,2,1.97,14,Invalid
cagen,BOOLC_16,2,3.43,7,
appts,BOOLC_16,2,4.15,7,
pmedici,MCAC_22,2,171.57,2498,Invalid
cagen,MCAC_22,2,300.0,0,Timeout
appts,MCAC_22,2,300.13,1836,
pmedici,UNIFORM_BOOLEAN_46,2,1.83,12,
iposolver,UNIFORM_BOOLEAN_46,2,0.0,9,
cagen,UNIFORM_BOOLEAN_46,2,0.0,10,
appts,UNIFORM_BOOLEAN_46,2,13.04,7,
pmedici,BOOLC_43,2,2.1,35,Invalid
cagen,BOOLC_43,2,300.0,0,Timeout
appts,BOOLC_43,2,34.11,8,Invalid
pmedici,UNIFORM_BOOLEAN_13,2,1.74,15,
iposolver,UNIFORM_BOOLEAN_13,2,0.0,9,
cagen,UNIFORM_BOOLEAN_13,2,0.0,10,
appts,UNIFORM_BOOLEAN_13,2,11.93,7,
pmedici,UNIFORM_BOOLEAN_20,2,1.87,10,
iposolver,UNIFORM_BOOLEAN_20,2,0.0,6,
cagen,UNIFORM_BOOLEAN_20,2,0.0,6,
appts,UNIFORM_BOOLEAN_20,2,7.48,5,
pmedici,UNIFORM_BOOLEAN_4,2,1.86,7,
iposolver,UNIFORM_BOOLEAN_4,2,0.0,9,
cagen,UNIFORM_BOOLEAN_4,2,0.0,8,
appts,UNIFORM_BOOLEAN_4,2,11.43,6,
pmedici,UNIFORM_BOOLEAN_31,2,1.82,11,
iposolver,UNIFORM_BOOLEAN_31,2,0.0,9,
cagen,UNIFORM_BOOLEAN_31,2,0.0,8,
appts,UNIFORM_BOOLEAN_31,2,11.51,6,
pmedici,UNIFORM_ALL_0,2,3.73,312,
iposolver,UNIFORM_ALL_0,2,0.06,219,
cagen,UNIFORM_ALL_0,2,0.0,220,
appts,UNIFORM_ALL_0,2,83.81,173,
pmedici,UNIFORM_BOOLEAN_24,2,1.84,14,
iposolver,UNIFORM_BOOLEAN_24,2,0.0,11,
cagen,UNIFORM_BOOLEAN_24,2,0.0,12,
appts,UNIFORM_BOOLEAN_24,2,14.69,8,
pmedici,BOOLC_30,2,1.98,37,Invalid
cagen,BOOLC_30,2,300.0,0,Timeout
appts,BOOLC_30,2,54.7,8,Invalid
pmedici,UNIFORM_BOOLEAN_45,2,1.84,7,
iposolver,UNIFORM_BOOLEAN_45,2,0.0,6,
cagen,UNIFORM_BOOLEAN_45,2,0.0,6,
appts,UNIFORM_BOOLEAN_45,2,10.2,6,
pmedici,UNIFORM_BOOLEAN_10,2,1.87,13,
iposolver,UNIFORM_BOOLEAN_10,2,0.0,11,
cagen,UNIFORM_BOOLEAN_10,2,0.0,10,
appts,UNIFORM_BOOLEAN_10,2,13.01,8,
pmedici,BOOLC_33,2,2.04,32,Invalid
cagen,BOOLC_33,2,52.72,10,
appts,BOOLC_33,2,21.98,7,
pmedici,UNIFORM_BOOLEAN_28,2,1.88,7,
iposolver,UNIFORM_BOOLEAN_28,2,0.0,6,
cagen,UNIFORM_BOOLEAN_28,2,0.0,6,
appts,UNIFORM_BOOLEAN_28,2,8.12,5,
pmedici,MCAC_4,2,34.99,1992,Invalid
cagen,MCAC_4,2,0.02,1363,
appts,MCAC_4,2,52.45,1360,
pmedici,UNIFORM_BOOLEAN_7,2,1.78,14,
iposolver,UNIFORM_BOOLEAN_7,2,0.0,7,
cagen,UNIFORM_BOOLEAN_7,2,0.0,8,
appts,UNIFORM_BOOLEAN_7,2,9.83,6,
pmedici,UNIFORM_BOOLEAN_32,2,1.85,7,
iposolver,UNIFORM_BOOLEAN_32,2,0.0,4,
cagen,UNIFORM_BOOLEAN_32,2,0.0,4,
appts,UNIFORM_BOOLEAN_32,2,5.96,4,
pmedici,BOOLC_40,2,1.92,36,Invalid
cagen,BOOLC_40,2,0.0,11,
appts,BOOLC_40,2,13.47,8,Invalid
pmedici,BOOLC_15,2,1.97,33,Invalid
cagen,BOOLC_15,2,0.0,11,
appts,BOOLC_15,2,11.62,8,
pmedici,UNIFORM_BOOLEAN_27,2,1.81,14,
iposolver,UNIFORM_BOOLEAN_27,2,0.0,7,
cagen,UNIFORM_BOOLEAN_27,2,0.0,8,
appts,UNIFORM_BOOLEAN_27,2,9.51,6,
pmedici,MCAC_25,2,300.06,0,Timeout
cagen,MCAC_25,2,300.01,0,Timeout
appts,MCAC_25,2,300.15,1860,
pmedici,BOOLC_11,2,1.86,3,Invalid
cagen,BOOLC_11,2,0.0,2,
appts,BOOLC_11,2,5.34,2,
pmedici,BOOLC_44,2,1.87,35,Invalid
cagen,BOOLC_44,2,0.01,8,
appts,BOOLC_44,2,13.99,6,Invalid
pmedici,UNIFORM_ALL_7,2,1.95,49,
iposolver,UNIFORM_ALL_7,2,0.01,38,
cagen,UNIFORM_ALL_7,2,0.0,40,
appts,UNIFORM_ALL_7,2,28.47,30,
pmedici,UNIFORM_BOOLEAN_36,2,1.88,13,
iposolver,UNIFORM_BOOLEAN_36,2,0.0,11,
cagen,UNIFORM_BOOLEAN_36,2,0.0,12,
appts,UNIFORM_BOOLEAN_36,2,14.49,8,
pmedici,UNIFORM_BOOLEAN_3,2,1.82,15,
iposolver,UNIFORM_BOOLEAN_3,2,0.0,9,
cagen,UNIFORM_BOOLEAN_3,2,0.0,10,
appts,UNIFORM_BOOLEAN_3,2,12.87,7,
pmedici,UNIFORM_BOOLEAN_23,2,1.91,13,
iposolver,UNIFORM_BOOLEAN_23,2,0.0,11,
cagen,UNIFORM_BOOLEAN_23,2,0.0,12,
appts,UNIFORM_BOOLEAN_23,2,13.18,8,
pmedici,BOOLC_29,2,1.9,13,Invalid
cagen,BOOLC_29,2,0.0,7,
appts,BOOLC_29,2,10.5,6,
pmedici,UNIFORM_BOOLEAN_42,2,1.77,13,
iposolver,UNIFORM_BOOLEAN_42,2,0.0,11,
cagen,UNIFORM_BOOLEAN_42,2,0.0,10,
appts,UNIFORM_BOOLEAN_42,2,13.7,8,
pmedici,UNIFORM_BOOLEAN_17,2,1.81,4,
iposolver,UNIFORM_BOOLEAN_17,2,0.0,4,
cagen,UNIFORM_BOOLEAN_17,2,0.0,4,
appts,UNIFORM_BOOLEAN_17,2,5.97,4,
pmedici,MCAC_38,2,50.43,3,
cagen,MCAC_38,2,300.0,0,Timeout
appts,MCAC_38,2,300.13,0,Timeout
pmedici,BOOLC_21,2,1.91,16,Invalid
cagen,BOOLC_21,2,0.0,6,
appts,BOOLC_21,2,2.91,6,
pmedici,BOOLC_48,2,1.79,33,Invalid
cagen,BOOLC_48,2,0.05,10,
appts,BOOLC_48,2,14.44,7,
pmedici,BOOLC_25,2,1.93,17,Invalid
cagen,BOOLC_25,2,0.0,5,
appts,BOOLC_25,2,10.52,5,
pmedici,BOOLC_38,2,1.81,29,Invalid
cagen,BOOLC_38,2,0.0,9,
appts,BOOLC_38,2,2.28,8,
pmedici,BOOLC_37,2,1.78,2,
cagen,BOOLC_37,2,0.0,2,
appts,BOOLC_37,2,5.16,2,
pmedici,UNIFORM_BOOLEAN_39,2,1.88,13,
iposolver,UNIFORM_BOOLEAN_39,2,0.0,11,
cagen,UNIFORM_BOOLEAN_39,2,0.0,10,
appts,UNIFORM_BOOLEAN_39,2,13.45,8,
pmedici,BOOLC_26,2,1.8,15,Invalid
cagen,BOOLC_26,2,0.0,6,
appts,BOOLC_26,2,9.6,5,
pmedici,UNIFORM_BOOLEAN_8,2,1.71,4,
iposolver,UNIFORM_BOOLEAN_8,2,0.0,4,
cagen,UNIFORM_BOOLEAN_8,2,0.0,4,
appts,UNIFORM_BOOLEAN_8,2,5.99,4,
pmedici,BOOLC_22,2,1.96,37,Invalid
cagen,BOOLC_22,2,0.04,12,
appts,BOOLC_22,2,15.82,8,
pmedici,MCA_39,2,2.09,222,
iposolver,MCA_39,2,0.0,222,
cagen,MCA_39,2,0.0,222,
appts,MCA_39,2,26.02,222,
pmedici,MCAC_0,2,18.47,1087,Invalid
cagen,MCAC_0,2,300.0,0,Timeout
appts,MCAC_0,2,121.96,837,
pmedici,MCAC_28,2,1.9,5,Invalid
cagen,MCAC_28,2,0.0,4,
appts,MCAC_28,2,6.48,4,
pmedici,UNIFORM_BOOLEAN_49,2,1.89,12,
iposolver,UNIFORM_BOOLEAN_49,2,0.0,11,
cagen,UNIFORM_BOOLEAN_49,2,0.0,12,
appts,UNIFORM_BOOLEAN_49,2,14.33,8,
pmedici,MCAC_7,2,1.92,58,Invalid
cagen,MCAC_7,2,0.0,46,
appts,MCAC_7,2,2.51,46,
pmedici,MCA_31,2,2.31,539,
iposolver,MCA_31,2,0.0,539,
cagen,MCA_31,2,0.0,539,
appts,MCA_31,2,30.34,539,
pmedici,MCAC_44,2,1.73,86,
cagen,MCAC_44,2,0.0,86,
appts,MCAC_44,2,24.07,86,
pmedici,BOOLC_31,5,5.03,12,
cagen,BOOLC_31,5,0.81,12,
appts,BOOLC_31,5,302.03,0,Timeout
pmedici,UNIFORM_BOOLEAN_5,5,2.72,123,
iposolver,UNIFORM_BOOLEAN_5,5,0.11,117,
cagen,UNIFORM_BOOLEAN_5,5,0.0,118,
appts,UNIFORM_BOOLEAN_5,5,300.59,84,
iposolver,UNIFORM_ALL_18,5,300.11,0,Timeout
cagen,UNIFORM_ALL_18,5,65.38,520897,
appts,UNIFORM_ALL_18,5,302.17,0,Timeout
pmedici,UNIFORM_BOOLEAN_2,5,6.91,177,
iposolver,UNIFORM_BOOLEAN_2,5,0.9,154,
cagen,UNIFORM_BOOLEAN_2,5,0.02,146,
appts,UNIFORM_BOOLEAN_2,5,300.57,117,
pmedici,UNIFORM_BOOLEAN_43,5,5.55,176,
iposolver,UNIFORM_BOOLEAN_43,5,0.62,147,
cagen,UNIFORM_BOOLEAN_43,5,0.02,140,
appts,UNIFORM_BOOLEAN_43,5,300.58,111,
pmedici,MCAC_39,5,2.48,11,
cagen,MCAC_39,5,0.01,11,
appts,MCAC_39,5,24.52,11,
pmedici,UNIFORM_BOOLEAN_16,5,2.04,94,
iposolver,UNIFORM_BOOLEAN_16,5,0.01,88,
cagen,UNIFORM_BOOLEAN_16,5,0.0,84,
appts,UNIFORM_BOOLEAN_16,5,110.43,56,
pmedici,UNIFORM_BOOLEAN_12,5,4.45,160,
iposolver,UNIFORM_BOOLEAN_12,5,0.4,142,
cagen,UNIFORM_BOOLEAN_12,5,0.01,135,
appts,UNIFORM_BOOLEAN_12,5,300.55,105,
iposolver,MCA_32,5,4.31,644688,
cagen,MCA_32,5,0.66,644688,
appts,MCA_32,5,300.61,644688,
pmedici,UNIFORM_BOOLEAN_47,5,2.05,80,
iposolver,UNIFORM_BOOLEAN_47,5,0.01,74,
cagen,UNIFORM_BOOLEAN_47,5,0.0,72,
appts,UNIFORM_BOOLEAN_47,5,73.49,52,
pmedici,BOOLC_35,5,1.92,30,
cagen,BOOLC_35,5,0.0,30,
appts,BOOLC_35,5,31.99,30,
pmedici,UNIFORM_ALL_31,5,2.63,130,
iposolver,UNIFORM_ALL_31,5,0.11,117,
cagen,UNIFORM_ALL_31,5,0.0,118,
appts,UNIFORM_ALL_31,5,300.53,84,
iposolver,MCA_43,5,300.38,0,Timeout
cagen,MCA_43,5,193.06,24003840,
appts,MCA_43,5,302.5,0,Timeout
cagen,MCAC_14,5,34.36,329407,
appts,MCAC_14,5,302.15,0,Timeout
pmedici,UNIFORM_BOOLEAN_33,5,5.45,171,
iposolver,UNIFORM_BOOLEAN_33,5,0.57,147,
cagen,UNIFORM_BOOLEAN_33,5,0.02,140,
appts,UNIFORM_BOOLEAN_33,5,300.6,112,
cagen,MCAC_41,5,300.07,0,Timeout
appts,MCAC_41,5,302.8,0,Timeout
cagen,MCAC_6,5,300.01,0,Timeout
appts,MCAC_6,5,302.16,0,Timeout
iposolver,MCA_21,5,301.0,0,Timeout
cagen,MCA_21,5,300.05,0,Timeout
appts,MCA_21,5,302.94,0,Timeout
iposolver,MCA_9,5,301.0,0,Timeout
cagen,MCA_9,5,300.12,0,Timeout
appts,MCA_9,5,303.57,0,Timeout
pmedici,BOOLC_13,5,1.95,9,
cagen,BOOLC_13,5,0.0,9,
appts,BOOLC_13,5,2.66,9,
pmedici,BOOLC_46,5,2.1,58,Invalid
cagen,BOOLC_46,5,0.0,61,
appts,BOOLC_46,5,77.76,60,
pmedici,UNIFORM_BOOLEAN_19,5,3.05,141,
iposolver,UNIFORM_BOOLEAN_19,5,0.14,125,
cagen,UNIFORM_BOOLEAN_19,5,0.01,123,
appts,UNIFORM_BOOLEAN_19,5,300.52,91,
appts,MCAC_34,5,302.31,0,Timeout
iposolver,UNIFORM_ALL_3,5,300.1,0,Timeout
cagen,UNIFORM_ALL_3,5,144.3,518843,
appts,UNIFORM_ALL_3,5,301.99,0,Timeout
pmedici,BOOLC_2,5,19.87,97,Invalid
cagen,BOOLC_2,5,0.03,88,
appts,BOOLC_2,5,300.58,65,
iposolver,UNIFORM_ALL_49,5,300.1,0,Timeout
cagen,UNIFORM_ALL_49,5,40.45,465575,
appts,UNIFORM_ALL_49,5,302.01,0,Timeout
pmedici,BOOLC_18,5,5.88,6,
cagen,BOOLC_18,5,0.14,6,
appts,BOOLC_18,5,302.0,0,Timeout
pmedici,UNIFORM_BOOLEAN_6,5,3.1,141,
iposolver,UNIFORM_BOOLEAN_6,5,0.15,125,
cagen,UNIFORM_BOOLEAN_6,5,0.01,123,
appts,UNIFORM_BOOLEAN_6,5,252.78,92,
pmedici,BOOLC_17,5,4.12,136,Invalid
cagen,BOOLC_17,5,0.07,135,
appts,BOOLC_17,5,232.47,99,Invalid
iposolver,UNIFORM_ALL_43,5,300.09,0,Timeout
cagen,UNIFORM_ALL_43,5,300.0,0,Timeout
appts,UNIFORM_ALL_43,5,302.18,0,Timeout
pmedici,BOOLC_42,5,2.2,7,Invalid
cagen,BOOLC_42,5,0.02,6,
appts,BOOLC_42,5,94.8,6,
pmedici,UNIFORM_ALL_16,5,11.19,198,
iposolver,UNIFORM_ALL_16,5,1.82,167,
cagen,UNIFORM_ALL_16,5,0.03,159,
appts,UNIFORM_ALL_16,5,300.53,127,
cagen,MCAC_10,5,300.0,0,Timeout
appts,MCAC_10,5,302.37,0,Timeout
pmedici,UNIFORM_BOOLEAN_37,5,8.36,186,
iposolver,UNIFORM_BOOLEAN_37,5,1.29,159,
cagen,UNIFORM_BOOLEAN_37,5,0.02,151,
appts,UNIFORM_BOOLEAN_37,5,300.57,123,
cagen,MCAC_45,5,274.77,1241462,
appts,MCAC_45,5,302.18,0,Timeout
iposolver,MCA_25,5,30.75,5468400,
cagen,MCA_25,5,5.36,5468400,
appts,MCA_25,5,301.78,5468400,
pmedici,UNIFORM_ALL_34,5,277.99,4448,
iposolver,UNIFORM_ALL_34,5,2.18,3329,
cagen,UNIFORM_ALL_34,5,0.08,3689,
appts,UNIFORM_ALL_34,5,300.56,2823,
iposolver,MCA_19,5,300.87,0,Timeout
cagen,MCA_19,5,300.03,0,Timeout
appts,MCA_19,5,302.93,0,Timeout
pmedici,UNIFORM_BOOLEAN_21,5,2.05,65,
iposolver,UNIFORM_BOOLEAN_21,5,0.0,59,
cagen,UNIFORM_BOOLEAN_21,5,0.0,56,
appts,UNIFORM_BOOLEAN_21,5,57.12,42,
pmedici,UNIFORM_BOOLEAN_30,5,2.59,128,
iposolver,UNIFORM_BOOLEAN_30,5,0.11,117,
cagen,UNIFORM_BOOLEAN_30,5,0.0,118,
appts,UNIFORM_BOOLEAN_30,5,242.07,85,
iposolver,MCA_12,5,300.26,0,Timeout
cagen,MCA_12,5,274.07,30339964,
appts,MCA_12,5,302.41,0,Timeout
pmedici,MCA_47,5,300.13,0,Timeout
iposolver,MCA_47,5,1.15,13848,
cagen,MCA_47,5,0.1,14589,
appts,MCA_47,5,300.54,11340,
cagen,MCAC_48,5,300.02,0,Timeout
appts,MCAC_48,5,302.35,0,Timeout
iposolver,UNIFORM_ALL_35,5,300.13,0,Timeout
cagen,UNIFORM_ALL_35,5,300.01,0,Timeout
appts,UNIFORM_ALL_35,5,302.04,0,Timeout
pmedici,UNIFORM_BOOLEAN_44,5,2.0,84,
iposolver,UNIFORM_BOOLEAN_44,5,0.01,74,
cagen,UNIFORM_BOOLEAN_44,5,0.0,72,
appts,UNIFORM_BOOLEAN_44,5,74.0,52,
pmedici,UNIFORM_BOOLEAN_11,5,2.16,104,
iposolver,UNIFORM_BOOLEAN_11,5,0.02,98,
cagen,UNIFORM_BOOLEAN_11,5,0.0,98,
appts,UNIFORM_BOOLEAN_11,5,166.98,56,
iposolver,MCA_38,5,300.23,0,Timeout
cagen,MCA_38,5,99.44,18522746,
appts,MCA_38,5,302.49,0,Timeout
pmedici,BOOLC_8,5,2.44,82,Invalid
cagen,BOOLC_8,5,0.0,74,
appts,BOOLC_8,5,72.61,56,
pmedici,BOOLC_36,5,10.91,192,Invalid
cagen,BOOLC_36,5,0.03,177,
appts,BOOLC_36,5,300.63,126,
iposolver,MCA_6,5,300.92,0,Timeout
cagen,MCA_6,5,300.15,0,Timeout
appts,MCA_6,5,303.06,0,Timeout
iposolver,MCA_11,5,300.05,0,Timeout
cagen,MCA_11,5,12.66,2612260,
appts,MCA_11,5,301.17,2612996,
iposolver,MCA_44,5,20.15,3292800,
cagen,MCA_44,5,3.18,3292800,
appts,MCA_44,5,301.52,3292800,
pmedici,UNIFORM_BOOLEAN_15,5,5.51,172,
iposolver,UNIFORM_BOOLEAN_15,5,0.6,147,
cagen,UNIFORM_BOOLEAN_15,5,0.02,140,
appts,UNIFORM_BOOLEAN_15,5,300.59,111,
iposolver,UNIFORM_ALL_36,5,300.09,0,Timeout
cagen,UNIFORM_ALL_36,5,15.98,714025,
appts,UNIFORM_ALL_36,5,302.16,0,Timeout
iposolver,MCA_35,5,300.27,0,Timeout
cagen,MCA_35,5,300.02,0,Timeout
appts,MCA_35,5,302.38,0,Timeout
pmedici,BOOLC_32,5,2.14,60,Invalid
cagen,BOOLC_32,5,0.0,52,
appts,BOOLC_32,5,3.77,52,
pmedici,UNIFORM_BOOLEAN_40,5,1.85,32,
iposolver,UNIFORM_BOOLEAN_40,5,0.0,32,
cagen,UNIFORM_BOOLEAN_40,5,0.0,32,
appts,UNIFORM_BOOLEAN_40,5,25.59,32,
pmedici,BOOLC_14,5,4.13,49,Invalid
cagen,BOOLC_14,5,0.01,43,
appts,BOOLC_14,5,121.59,43,
pmedici,BOOLC_41,5,6.05,11,Invalid
cagen,BOOLC_41,5,0.03,8,
appts,BOOLC_41,5,302.12,0,Timeout
iposolver,UNIFORM_ALL_26,5,27.45,144886,
cagen,UNIFORM_ALL_26,5,2.72,142868,
appts,UNIFORM_ALL_26,5,300.76,140808,
cagen,MCAC_13,5,6.25,200232,
appts,MCAC_13,5,302.15,0,Timeout
iposolver,MCA_26,5,301.0,0,Timeout
cagen,MCA_26,5,300.13,0,Timeout
appts,MCA_26,5,303.29,0,Timeout
cagen,MCAC_46,5,300.02,0,Timeout
appts,MCAC_46,5,302.31,0,Timeout
pmedici,UNIFORM_BOOLEAN_34,5,6.12,169,
iposolver,UNIFORM_BOOLEAN_34,5,0.61,147,
cagen,UNIFORM_BOOLEAN_34,5,0.01,140,
appts,UNIFORM_BOOLEAN_34,5,300.6,111,
pmedici,MCAC_1,5,17.44,24,
cagen,MCAC_1,5,0.06,24,
appts,MCAC_1,5,301.94,0,Timeout
pmedici,BOOLC_5,5,3.3,1,
cagen,BOOLC_5,5,0.2,1,
appts,BOOLC_5,5,301.92,0,Timeout
iposolver,UNIFORM_ALL_4,5,300.07,0,Timeout
cagen,UNIFORM_ALL_4,5,146.1,1521485,
appts,UNIFORM_ALL_4,5,302.05,0,Timeout
appts,MCAC_33,5,302.78,0,Timeout
pmedici,MCAC_17,5,2.59,180,
cagen,MCAC_17,5,0.0,180,
appts,MCAC_17,5,57.21,180,
pmedici,BOOLC_23,5,2.1,1,
cagen,BOOLC_23,5,0.01,1,
appts,BOOLC_23,5,8.74,1,
appts,MCAC_42,5,302.07,0,Timeout
iposolver,UNIFORM_ALL_44,5,214.77,36105,
cagen,UNIFORM_ALL_44,5,1.55,36193,
appts,UNIFORM_ALL_44,5,300.6,35045,
pmedici,BOOLC_10,5,2.98,77,Invalid
cagen,BOOLC_10,5,0.0,66,
appts,BOOLC_10,5,65.4,60,
iposolver,UNIFORM_ALL_11,5,300.08,0,Timeout
cagen,UNIFORM_ALL_11,5,98.07,479220,
appts,UNIFORM_ALL_11,5,302.14,0,Timeout
pmedici,BOOLC_45,5,41.24,177,Invalid
cagen,BOOLC_45,5,0.06,163,
appts,BOOLC_45,5,36.63,160,
