ToolName,ModelName,Strength,Iteration,ErrorType,TimeSeconds,Size
appts,MCA_48,4,1,,300.15,26240
pmedici,BOOLC_13,2,3,Invalid,1.96,10
pmedici,MCAC_27,2,3,,3.19,210
cagen,UNIFORM_ALL_48,3,1,,0.0,125
appts,UNIFORM_BOOLEAN_34,5,1,,300.6,111
iposolver,MCA_4,3,2,,10.04,28642
appts,BOOLC_17,3,3,,45.37,17
iposolver,MCA_10,3,2,,13.23,61050
appts,UNIFORM_ALL_13,3,3,,60.47,255
appts,BOOLC_42,3,3,,21.41,6
cagen,UNIFORM_BOOLEAN_30,3,1,,0.0,22
iposolver,MCA_45,3,2,,0.0,12
cagen,UNIFORM_ALL_1,2,1,,0.02,727
pmedici,MCA_8,2,1,,1.89,27
appts,UNIFORM_ALL_46,3,3,,114.16,18
appts,UNIFORM_BOOLEAN_5,3,1,,30.31,15
iposolver,MCA_23,4,3,,0.08,11088
pmedici,MCA_21,2,3,,30.38,2321
cagen,MCA_34,4,1,,0.17,87362
pmedici,UNIFORM_BOOLEAN_11,2,1,,1.97,12
iposolver,UNIFORM_ALL_24,4,1,Timeout,300.05,0
pmedici,UNIFORM_BOOLEAN_44,2,1,,1.86,18
appts,MCAC_36,3,3,Timeout,300.16,0
cagen,BOOLC_31,3,1,,0.8,11
cagen,MCAC_43,3,2,Timeout,300.0,0
cagen,MCAC_16,3,2,,2.62,146207
cagen,UNIFORM_BOOLEAN_9,3,1,,0.0,8
cagen,UNIFORM_ALL_34,2,2,,0.0,40
iposolver,UNIFORM_ALL_46,3,2,,0.03,29
cagen,BOOLC_35,3,3,,0.0,12
cagen,BOOLC_4,4,2,,0.04,88
iposolver,UNIFORM_ALL_13,3,2,,0.01,315
pmedici,UNIFORM_BOOLEAN_15,2,3,,1.89,14
iposolver,UNIFORM_ALL_20,4,3,Timeout,300.07,0
pmedici,UNIFORM_BOOLEAN_40,2,3,,1.87,13
appts,MCAC_32,3,1,Timeout,300.14,0
cagen,MCAC_9,4,3,,0.57,61786
iposolver,MCA_39,2,1,,0.0,222
pmedici,UNIFORM_ALL_43,2,2,,9.88,660
cagen,MCAC_21,4,1,Timeout,300.0,0
cagen,UNIFORM_BOOLEAN_19,2,2,,0.0,10
pmedici,UNIFORM_ALL_16,2,2,,2.07,20
iposolver,UNIFORM_BOOLEAN_21,3,3,,0.0,17
pmedici,BOOLC_42,2,1,Invalid,2.15,8
iposolver,UNIFORM_BOOLEAN_12,4,2,,0.07,64
cagen,UNIFORM_ALL_19,3,3,,0.03,724
pmedici,MCAC_23,2,1,,2.6,33
pmedici,BOOLC_17,2,1,Invalid,1.98,35
appts,MCA_2,2,2,,24.56,94
cagen,BOOLC_18,2,2,,0.15,5
iposolver,UNIFORM_BOOLEAN_47,4,2,,0.0,39
appts,UNIFORM_BOOLEAN_1,3,3,,11.19,8
pmedici,MCA_25,2,1,,11.83,2339
pmedici,MCAC_2,4,1,Timeout,300.13,0
appts,BOOLC_13,3,1,,2.53,9
appts,UNIFORM_ALL_17,3,1,,29.96,126
pmedici,BOOLC_6,2,2,Invalid,1.97,29
cagen,UNIFORM_BOOLEAN_34,3,3,,0.0,24
appts,BOOLC_46,3,1,Invalid,24.64,18
iposolver,UNIFORM_ALL_8,3,1,,0.26,7872
cagen,UNIFORM_ALL_5,2,3,,0.0,147
iposolver,UNIFORM_BOOLEAN_29,2,3,,0.0,4
pmedici,UNIFORM_BOOLEAN_30,2,2,,1.76,12
cagen,BOOLC_23,4,3,,0.01,1
appts,MCA_22,2,2,,19.92,120
cagen,BOOLC_10,3,2,,0.0,18
iposolver,UNIFORM_ALL_36,3,3,,0.73,4432
cagen,UNIFORM_ALL_44,2,3,,0.0,78
cagen,BOOLC_45,3,2,,0.01,27
appts,MCAC_24,4,1,,300.68,665975
cagen,UNIFORM_ALL_11,2,3,,0.0,121
cagen,MCAC_37,3,1,,0.14,8
appts,UNIFORM_BOOLEAN_9,2,3,,6.32,4
iposolver,UNIFORM_ALL_0,2,1,,0.06,219
pmedici,UNIFORM_ALL_33,2,3,,4.96,565
appts,UNIFORM_BOOLEAN_26,2,3,,11.73,6
cagen,UNIFORM_BOOLEAN_1,2,1,,0.0,4
iposolver,UNIFORM_BOOLEAN_37,4,3,,0.21,71
cagen,MCA_2,3,1,,0.0,188
cagen,UNIFORM_BOOLEAN_11,3,2,,0.0,20
cagen,UNIFORM_BOOLEAN_44,3,2,,0.0,18
iposolver,MCA_31,3,1,,0.01,1078
cagen,MCA_26,3,3,,0.82,96897
cagen,MCA_15,4,2,,61.25,2141624
cagen,UNIFORM_BOOLEAN_22,4,3,,0.0,28
cagen,MCA_40,4,2,,0.0,480
appts,UNIFORM_ALL_5,4,1,,300.15,18192
pmedici,UNIFORM_BOOLEAN_19,3,1,,1.94,28
pmedici,BOOLC_36,2,2,Invalid,1.92,37
cagen,BOOLC_39,2,1,,0.0,7
appts,UNIFORM_BOOLEAN_22,2,1,,10.28,6
cagen,UNIFORM_BOOLEAN_5,2,3,,0.0,10
cagen,MCA_6,3,3,,0.63,86090
iposolver,UNIFORM_BOOLEAN_33,4,1,,0.14,67
cagen,UNIFORM_BOOLEAN_26,4,1,,0.0,36
pmedici,UNIFORM_ALL_29,4,1,Timeout,300.13,0
iposolver,MCA_35,3,3,,30.52,77835
cagen,MCAC_5,5,1,Timeout,300.05,0
appts,BOOLC_32,3,2,,2.55,19
appts,UNIFORM_ALL_36,3,2,,300.11,3988
appts,MCA_15,5,1,Timeout,303.21,0
cagen,UNIFORM_ALL_40,2,1,,0.01,289
iposolver,UNIFORM_ALL_32,3,1,,0.05,1932
cagen,UNIFORM_ALL_15,2,1,,0.0,16
appts,MCAC_13,3,2,Timeout,300.14,0
cagen,BOOLC_27,4,1,,0.0,46
appts,MCAC_46,3,2,Timeout,300.12,0
cagen,UNIFORM_BOOLEAN_38,2,1,,0.0,10
cagen,UNIFORM_ALL_9,3,1,,0.05,1555
pmedici,UNIFORM_ALL_37,2,1,,1.93,225
iposolver,UNIFORM_ALL_4,2,3,,0.03,321
pmedici,MCA_0,3,1,,2.19,238
iposolver,MCA_18,2,2,,0.0,46
cagen,MCAC_33,3,3,Timeout,300.01,0
iposolver,UNIFORM_ALL_31,3,3,,0.01,22
cagen,UNIFORM_ALL_43,2,3,,0.01,405
pmedici,BOOLC_18,3,1,Invalid,2.35,9
cagen,BOOLC_17,3,2,,0.07,25
cagen,UNIFORM_ALL_16,2,3,,0.0,12
appts,MCAC_23,4,1,Timeout,300.14,0
cagen,BOOLC_42,3,2,,0.01,6
appts,MCA_25,2,2,,42.69,1960
cagen,BOOLC_24,4,3,,0.0,8
pmedici,UNIFORM_BOOLEAN_37,2,2,,1.85,21
pmedici,UNIFORM_ALL_34,2,3,,1.95,40
iposolver,UNIFORM_ALL_7,2,1,,0.01,38
appts,BOOLC_49,2,1,,7.98,5
appts,UNIFORM_ALL_18,2,1,,97.44,169
cagen,MCAC_30,3,1,,1.11,110816
iposolver,MCA_28,5,1,,5.11,145653
appts,UNIFORM_BOOLEAN_21,2,3,,10.79,6
iposolver,UNIFORM_ALL_49,2,2,,0.05,208
cagen,MCA_5,3,1,,0.88,92731
iposolver,UNIFORM_BOOLEAN_30,4,3,,0.03,54
cagen,UNIFORM_BOOLEAN_6,2,1,,0.0,10
cagen,MCA_12,4,2,,12.69,1896286
cagen,MCA_47,4,2,,0.02,3800
cagen,UNIFORM_BOOLEAN_16,3,2,,0.0,20
cagen,MCA_21,3,3,,0.57,50966
cagen,UNIFORM_BOOLEAN_43,3,2,,0.0,24
iposolver,MCA_36,3,1,,4.88,56838
pmedici,BOOLC_31,2,2,Invalid,1.9,12
appts,UNIFORM_BOOLEAN_25,2,1,,6.27,4
iposolver,UNIFORM_BOOLEAN_34,4,1,,0.13,67
cagen,UNIFORM_BOOLEAN_2,2,3,,0.0,10
appts,MCAC_39,2,3,,3.15,7
appts,UNIFORM_ALL_2,4,1,,300.89,145911
appts,UNIFORM_ALL_31,3,2,,28.8,15
cagen,MCA_25,3,1,,0.13,60760
iposolver,MCA_32,3,3,,0.4,29335
appts,BOOLC_35,3,2,,19.48,10
cagen,MCAC_2,5,1,Timeout,300.06,0
cagen,MCAC_19,2,2,,0.02,345
cagen,UNIFORM_BOOLEAN_21,4,1,,0.0,36
appts,MCAC_14,3,2,Invalid,300.14,19780
appts,MCAC_41,3,2,Timeout,300.17,0
cagen,BOOLC_20,4,1,,0.01,70
cagen,UNIFORM_ALL_47,2,1,,0.01,417
appts,MCA_12,5,1,Timeout,302.41,0
iposolver,UNIFORM_ALL_35,3,1,,247.52,23312
appts,MCA_47,5,1,,300.54,11340
cagen,UNIFORM_ALL_12,2,1,,0.0,12
cagen,MCAC_34,3,3,Timeout,300.0,0
iposolver,UNIFORM_ALL_3,2,3,,0.03,219
pmedici,UNIFORM_ALL_30,2,1,,2.9,323
pmedici,MCA_7,3,1,,248.29,10897
appts,UNIFORM_ALL_49,2,3,,124.22,161
appts,BOOLC_18,2,3,,9.71,5
appts,BOOLC_19,3,1,Invalid,77.91,37
iposolver,UNIFORM_ALL_2,3,1,,12.02,7898
appts,UNIFORM_ALL_48,3,1,,28.8,125
pmedici,MCA_6,2,3,,35.21,3348
cagen,MCAC_35,2,1,,0.66,2386
appts,MCAC_26,5,1,Timeout,302.15,0
cagen,BOOLC_47,2,2,Timeout,300.0,0
pmedici,BOOLC_48,2,1,Invalid,2.04,33
cagen,UNIFORM_ALL_13,3,3,,0.0,282
iposolver,UNIFORM_BOOLEAN_18,4,2,,0.0,35
appts,MCA_8,2,2,,13.87,20
cagen,BOOLC_12,2,2,,0.48,4
pmedici,MCAC_29,2,1,Invalid,49.82,2186
cagen,UNIFORM_ALL_46,3,3,,0.0,26
iposolver,UNIFORM_ALL_34,2,3,,0.0,31
appts,MCA_20,3,2,,300.13,55440
cagen,UNIFORM_ALL_20,4,2,,41.08,604472
iposolver,MCA_33,2,1,,0.0,205
cagen,UNIFORM_BOOLEAN_46,2,2,,0.0,10
cagen,MCAC_3,4,3,,0.0,194
cagen,MCA_24,2,3,,0.02,2076
pmedici,UNIFORM_ALL_49,2,2,,3.25,287
cagen,UNIFORM_BOOLEAN_13,2,2,,0.0,10
pmedici,MCAC_37,4,1,,3.24,8
appts,MCAC_38,3,1,Timeout,300.13,0
cagen,UNIFORM_BOOLEAN_3,3,1,,0.0,22
cagen,MCA_0,2,1,,0.0,115
pmedici,UNIFORM_ALL_4,4,1,Timeout,300.11,0
appts,UNIFORM_BOOLEAN_24,3,3,,85.48,18
iposolver,UNIFORM_BOOLEAN_4,4,2,,0.0,39
iposolver,UNIFORM_ALL_19,3,2,,1.26,767
appts,BOOLC_30,2,2,Invalid,56.65,8
cagen,MCAC_7,4,1,,0.0,362
iposolver,MCA_37,2,3,,0.14,1031
appts,UNIFORM_ALL_34,2,2,,20.11,25
cagen,MCA_20,2,1,,0.01,1681
cagen,UNIFORM_BOOLEAN_24,5,1,,0.04,164
cagen,MCAC_49,3,2,,0.44,34891
cagen,UNIFORM_BOOLEAN_7,3,3,,0.0,12
cagen,MCA_4,2,3,,0.01,1606
iposolver,UNIFORM_BOOLEAN_31,5,1,,0.02,88
appts,UNIFORM_BOOLEAN_20,3,1,,15.15,8
appts,UNIFORM_ALL_7,5,1,,300.59,5408
iposolver,MCA_29,4,3,Timeout,300.13,0
cagen,MCAC_31,2,3,Timeout,300.01,0
appts,UNIFORM_ALL_19,3,3,,300.15,646
appts,BOOLC_48,3,3,,35.83,18
pmedici,MCA_2,2,1,,1.88,94
pmedici,UNIFORM_ALL_35,3,1,Timeout,300.13,0
iposolver,UNIFORM_ALL_6,3,3,,0.02,1595
appts,MCAC_44,2,2,,24.92,86
cagen,BOOLC_25,5,1,,0.01,12
appts,MCAC_11,2,2,,12.91,110
cagen,UNIFORM_ALL_17,3,1,,0.0,125
appts,MCA_42,4,1,,300.45,416154
pmedici,BOOLC_19,2,3,Invalid,2.13,43
iposolver,UNIFORM_ALL_30,2,1,,0.02,209
appts,MCA_17,4,1,,300.25,72000
cagen,MCAC_32,2,1,Timeout,300.0,0
pmedici,MCA_28,2,1,,5.06,1442
cagen,UNIFORM_ALL_8,2,3,,0.0,378
iposolver,UNIFORM_ALL_5,3,1,,0.15,1873
pmedici,MCA_1,2,3,,1.89,4
cagen,UNIFORM_BOOLEAN_39,3,3,,0.0,24
appts,MCA_27,3,2,,77.71,1410
cagen,UNIFORM_ALL_27,4,2,,4.59,241491
cagen,UNIFORM_ALL_14,3,3,,0.01,2197
cagen,BOOLC_40,2,2,,0.0,11
appts,MCAC_21,5,1,Timeout,302.07,0
cagen,UNIFORM_ALL_41,3,3,,0.0,91
iposolver,UNIFORM_ALL_33,2,3,,0.06,360
cagen,BOOLC_15,2,2,,0.0,11
cagen,MCA_23,2,3,,0.0,924
pmedici,MCA_36,4,1,Timeout,300.13,0
iposolver,MCA_34,2,1,,0.04,1680
cagen,MCAC_4,4,3,,69.37,969961
cagen,UNIFORM_BOOLEAN_41,2,2,,0.0,8
cagen,UNIFORM_BOOLEAN_14,2,2,,0.0,10
cagen,MCA_7,2,1,,0.0,572
cagen,UNIFORM_ALL_39,2,2,,0.01,443
cagen,UNIFORM_BOOLEAN_4,3,1,,0.0,18
cagen,BOOLC_9,4,2,,0.06,95
iposolver,UNIFORM_BOOLEAN_3,4,2,,0.04,59
appts,UNIFORM_BOOLEAN_23,3,3,,49.58,19
cagen,BOOLC_38,3,3,,0.0,24
pmedici,UNIFORM_ALL_3,4,1,Timeout,300.03,0
pmedici,MCAC_30,4,1,Timeout,300.11,0
pmedici,UNIFORM_BOOLEAN_18,2,3,,1.9,17
cagen,UNIFORM_BOOLEAN_23,5,1,,0.02,151
appts,UNIFORM_ALL_33,2,2,,108.95,293
cagen,MCA_27,2,1,,0.0,705
appts,BOOLC_37,2,2,,5.26,2
iposolver,MCA_30,2,3,,0.0,12
iposolver,UNIFORM_ALL_29,4,1,Timeout,300.05,0
appts,UNIFORM_ALL_0,5,1,Timeout,302.1,0
pmedici,UNIFORM_BOOLEAN_49,2,1,,1.89,16
iposolver,UNIFORM_BOOLEAN_36,5,1,,2.58,175
cagen,MCA_3,2,3,,0.01,2110
cagen,UNIFORM_BOOLEAN_0,3,3,,0.0,18
appts,UNIFORM_BOOLEAN_27,3,1,,20.66,12
pmedici,MCA_5,2,1,,47.62,3979
iposolver,UNIFORM_ALL_1,3,3,,142.6,24923
pmedici,UNIFORM_ALL_32,3,1,,17.91,2525
iposolver,MCA_48,3,2,,0.5,13121
cagen,MCA_39,4,1,,0.01,1332
cagen,MCAC_36,2,3,,0.03,1602
appts,MCA_45,4,1,,25.11,16
cagen,UNIFORM_ALL_10,3,1,,0.0,27
iposolver,UNIFORM_ALL_37,2,1,,0.0,225
cagen,UNIFORM_ALL_45,3,1,,0.37,19257
appts,MCA_10,4,1,,300.56,488418
iposolver,MCA_9,3,2,,89.55,115983
appts,UNIFORM_BOOLEAN_39,5,1,,300.58,117
cagen,BOOLC_22,5,1,,0.11,191
appts,MCAC_43,2,2,,300.15,937
iposolver,UNIFORM_BOOLEAN_28,3,1,,0.0,8
appts,MCAC_16,2,2,,300.15,2431
appts,UNIFORM_ALL_43,2,3,,178.72,355
iposolver,UNIFORM_ALL_9,2,3,,0.03,133
cagen,UNIFORM_ALL_4,3,1,,0.05,5929
iposolver,MCA_40,2,2,,0.0,120
appts,BOOLC_47,2,3,,44.15,9
cagen,UNIFORM_BOOLEAN_35,2,1,,0.0,10
appts,UNIFORM_ALL_16,2,3,,14.69,8
iposolver,MCA_15,2,2,,0.27,2060
appts,BOOLC_12,2,3,,10.7,4
appts,UNIFORM_BOOLEAN_0,2,1,,12.19,6
cagen,UNIFORM_ALL_18,2,1,,0.0,211
iposolver,UNIFORM_BOOLEAN_20,2,1,,0.0,6
iposolver,MCA_1,2,2,,0.0,4
appts,UNIFORM_BOOLEAN_31,4,1,,60.36,24
cagen,MCAC_13,2,2,,0.0,326
pmedici,UNIFORM_ALL_24,4,1,Timeout,300.13,0
cagen,MCAC_46,2,2,,0.7,1452
cagen,MCAC_8,5,1,Timeout,300.02,0
iposolver,MCA_38,3,3,,6.13,73502
appts,MCAC_33,2,3,,300.28,2214
pmedici,UNIFORM_BOOLEAN_41,3,1,,1.93,25
pmedici,UNIFORM_BOOLEAN_14,3,1,,2.05,31
appts,UNIFORM_ALL_8,4,1,,300.12,125092
cagen,BOOLC_34,2,1,,19.23,11
cagen,UNIFORM_BOOLEAN_8,2,3,,0.0,4
cagen,MCAC_24,5,1,,277.0,9999421
cagen,UNIFORM_BOOLEAN_49,3,2,,0.0,26
iposolver,UNIFORM_ALL_16,2,2,,0.0,11
cagen,BOOLC_30,2,3,Timeout,300.0,0
iposolver,UNIFORM_ALL_43,2,2,,0.28,438
cagen,UNIFORM_ALL_31,3,2,,0.0,22
appts,MCAC_37,2,1,,4.85,6
pmedici,MCAC_7,5,1,Invalid,8.42,758
pmedici,MCA_20,3,1,Timeout,300.14,0
appts,UNIFORM_BOOLEAN_4,2,3,,11.43,6
cagen,UNIFORM_ALL_0,3,3,,0.13,3210
appts,UNIFORM_ALL_47,2,1,,183.7,370
cagen,UNIFORM_BOOLEAN_31,2,3,,0.0,8
appts,BOOLC_43,2,1,Invalid,34.58,8
appts,UNIFORM_ALL_12,2,1,,13.84,8
appts,BOOLC_16,2,1,,4.23,7
iposolver,UNIFORM_BOOLEAN_24,2,3,,0.0,11
cagen,UNIFORM_ALL_49,2,3,,0.0,211
appts,MCA_7,3,2,,189.71,10868
pmedici,MCAC_26,3,1,Timeout,300.14,0
pmedici,BOOLC_12,3,1,,2.07,4
appts,MCAC_29,4,1,Timeout,300.15,0
cagen,BOOLC_48,3,2,,0.05,26
pmedici,BOOLC_47,3,1,Invalid,2.4,74
cagen,MCAC_39,3,3,,0.01,11
cagen,MCA_36,5,1,,11.23,1538305
appts,UNIFORM_BOOLEAN_7,2,1,,11.76,6
iposolver,MCA_47,2,2,,0.01,378
cagen,UNIFORM_BOOLEAN_32,2,1,,0.0,4
appts,BOOLC_40,2,3,Invalid,13.47,8
appts,UNIFORM_ALL_44,2,3,,37.56,60
cagen,UNIFORM_ALL_3,3,1,,0.04,2541
iposolver,MCA_12,2,2,,0.09,1712
appts,BOOLC_15,2,3,,11.62,8
appts,UNIFORM_ALL_11,2,3,,25.84,121
appts,MCAC_19,3,2,,4.37,692
iposolver,UNIFORM_BOOLEAN_27,2,1,,0.0,7
appts,UNIFORM_BOOLEAN_36,4,1,,288.41,40
iposolver,MCA_6,2,2,,0.3,2340
iposolver,UNIFORM_ALL_38,3,1,,0.02,6859
appts,BOOLC_38,3,2,,2.76,22
cagen,MCA_28,3,1,,0.06,24700
cagen,MCAC_14,2,2,,0.04,989
pmedici,UNIFORM_ALL_23,4,1,Timeout,300.1,0
cagen,MCAC_41,2,2,,1.23,2379
appts,UNIFORM_BOOLEAN_28,2,1,,8.12,5
cagen,BOOLC_33,2,1,,52.72,10
iposolver,UNIFORM_BOOLEAN_39,4,1,,0.17,68
pmedici,UNIFORM_BOOLEAN_46,3,1,,2.0,27
appts,MCAC_34,2,3,,90.21,64
pmedici,UNIFORM_BOOLEAN_13,3,1,,1.92,26
iposolver,UNIFORM_ALL_26,5,1,,27.45,144886
cagen,UNIFORM_BOOLEAN_28,4,3,,0.0,16
pmedici,MCA_39,5,1,,31.33,3194
cagen,MCAC_23,5,1,,0.34,33
appts,MCAC_30,2,1,,55.29,2256
cagen,BOOLC_37,2,3,,0.0,2
iposolver,UNIFORM_ALL_11,2,2,,0.02,209
cagen,MCA_8,3,1,,0.0,40
iposolver,UNIFORM_ALL_44,2,2,,0.02,79
cagen,UNIFORM_ALL_36,3,2,,0.02,2197
appts,BOOLC_44,2,1,Invalid,13.99,6
cagen,UNIFORM_BOOLEAN_36,2,3,,0.0,12
cagen,UNIFORM_ALL_7,3,3,,0.01,228
pmedici,UNIFORM_ALL_39,2,3,,9.4,732
appts,UNIFORM_ALL_40,2,1,,43.35,289
appts,BOOLC_11,2,1,,5.55,2
appts,UNIFORM_ALL_15,2,1,,12.6,16
iposolver,MCA_25,5,1,,30.75,5468400
pmedici,MCA_27,3,1,,3.32,1410
appts,UNIFORM_BOOLEAN_3,2,3,,13.63,7
appts,MCA_0,3,2,,35.85,230
pmedici,BOOLC_15,3,1,Invalid,2.31,55
pmedici,MCAC_21,3,1,Timeout,300.14,0
pmedici,BOOLC_40,3,1,Invalid,2.04,48
iposolver,UNIFORM_BOOLEAN_23,2,3,,0.0,11
cagen,BOOLC_29,4,3,,0.0,22
appts,MCA_28,2,2,,38.5,1300
cagen,UNIFORM_BOOLEAN_28,3,1,,0.0,8
pmedici,UNIFORM_ALL_27,3,1,Timeout,300.13,0
pmedici,MCA_39,2,3,,2.3,223
cagen,MCAC_23,2,3,,0.05,33
pmedici,UNIFORM_BOOLEAN_42,4,1,,2.54,76
iposolver,UNIFORM_ALL_22,2,1,,0.41,731
cagen,UNIFORM_BOOLEAN_36,5,1,,0.04,164
cagen,UNIFORM_ALL_7,4,1,,0.1,1226
iposolver,MCA_25,2,3,,0.05,1960
appts,BOOLC_22,2,2,,15.82,8
appts,UNIFORM_ALL_26,2,2,,41.46,97
cagen,MCA_32,2,1,,0.01,1628
pmedici,MCAC_0,2,3,Invalid,19.61,1124
appts,UNIFORM_BOOLEAN_3,5,1,,300.55,92
iposolver,UNIFORM_BOOLEAN_23,5,1,,1.3,159
cagen,BOOLC_29,3,1,,0.0,12
appts,UNIFORM_BOOLEAN_32,3,1,,8.32,8
iposolver,MCA_21,2,1,,0.23,1565
pmedici,MCA_23,4,1,,197.14,11685
pmedici,MCAC_4,2,1,Invalid,38.15,2014
cagen,MCAC_39,4,1,,0.01,11
cagen,MCA_36,2,3,,0.01,1776
appts,BOOLC_40,5,1,Invalid,300.56,128
cagen,UNIFORM_ALL_3,4,3,,2.23,46540
appts,UNIFORM_ALL_44,5,1,,300.6,35045
appts,BOOLC_15,5,1,,300.61,141
appts,UNIFORM_ALL_11,5,1,Timeout,302.14,0
appts,UNIFORM_BOOLEAN_36,3,3,,60.35,20
pmedici,BOOLC_11,4,1,Invalid,1.93,3
iposolver,UNIFORM_BOOLEAN_41,2,2,,0.0,9
pmedici,BOOLC_44,4,1,Invalid,3.94,77
iposolver,UNIFORM_BOOLEAN_14,2,2,,0.0,9
cagen,MCA_28,4,3,,0.11,49400
cagen,MCAC_27,2,1,,0.08,210
cagen,BOOLC_2,2,2,,0.0,10
pmedici,UNIFORM_ALL_8,2,1,,3.48,678
iposolver,UNIFORM_BOOLEAN_8,2,2,,0.0,4
appts,MCA_32,3,2,,300.13,29304
iposolver,UNIFORM_BOOLEAN_39,3,3,,0.02,28
cagen,UNIFORM_ALL_32,4,2,,0.02,14641
appts,MCAC_34,5,1,Timeout,302.31,0
iposolver,UNIFORM_ALL_26,2,3,,0.01,136
cagen,MCAC_24,2,3,,0.02,1702
pmedici,UNIFORM_ALL_20,3,1,Timeout,300.13,0
pmedici,UNIFORM_BOOLEAN_45,4,1,,1.84,26
iposolver,UNIFORM_ALL_25,2,1,,0.0,18
pmedici,UNIFORM_BOOLEAN_10,4,1,,2.38,73
pmedici,MCAC_38,2,3,,91.92,3
appts,UNIFORM_ALL_21,2,2,,27.85,144
cagen,MCA_35,2,1,,0.02,2164
pmedici,MCAC_7,2,3,Invalid,1.92,58
iposolver,MCA_22,2,3,,0.0,120
appts,BOOLC_25,2,2,,10.92,5
appts,UNIFORM_BOOLEAN_4,5,1,,76.51,52
pmedici,MCA_9,4,1,Timeout,300.13,0
cagen,UNIFORM_ALL_0,4,1,,2.49,44124
cagen,UNIFORM_BOOLEAN_31,5,1,,0.0,84
iposolver,UNIFORM_BOOLEAN_24,5,1,,2.57,175
appts,UNIFORM_BOOLEAN_35,3,1,,29.63,15
cagen,UNIFORM_ALL_49,5,1,,40.45,465575
appts,MCA_49,2,1,,36.79,1102
appts,MCAC_29,3,3,Timeout,300.14,0
iposolver,UNIFORM_ALL_9,5,1,Timeout,300.09,0
cagen,UNIFORM_ALL_4,4,3,,1.82,101262
appts,BOOLC_8,3,2,,25.62,13
appts,UNIFORM_ALL_43,5,1,Timeout,302.18,0
appts,BOOLC_47,5,1,Timeout,302.0,0
appts,UNIFORM_ALL_16,5,1,,300.53,127
appts,BOOLC_12,5,1,,300.56,4
pmedici,MCAC_3,2,1,,1.97,98
cagen,MCA_31,2,3,,0.0,539
pmedici,MCA_24,4,1,Timeout,300.03,0
iposolver,MCA_26,2,1,,0.33,2370
appts,MCA_18,2,3,,17.04,46
iposolver,UNIFORM_BOOLEAN_46,2,2,,0.0,9
cagen,BOOLC_19,4,2,,247.75,100
pmedici,MCAC_22,4,1,Timeout,300.03,0
pmedici,BOOLC_16,4,1,,3.49,9
iposolver,UNIFORM_BOOLEAN_13,2,2,,0.0,9
pmedici,BOOLC_43,4,1,Invalid,3.33,115
appts,UNIFORM_BOOLEAN_31,3,3,,26.19,12
cagen,MCA_49,3,2,,0.1,8883
cagen,UNIFORM_BOOLEAN_18,4,2,,0.0,36
cagen,MCAC_20,2,1,,0.01,4
iposolver,MCA_38,4,1,Timeout,300.03,0
cagen,MCAC_8,2,3,,0.5,1448
appts,UNIFORM_BOOLEAN_49,2,2,,14.94,8
appts,MCAC_33,5,1,Timeout,302.78,0
iposolver,UNIFORM_ALL_21,2,3,,0.0,160
appts,UNIFORM_ALL_8,3,3,,300.14,7107
appts,MCA_35,3,2,,300.21,77832
cagen,BOOLC_5,2,2,,0.19,1
cagen,UNIFORM_ALL_35,4,2,,245.8,525579
cagen,MCA_41,2,2,,0.02,1825
cagen,UNIFORM_BOOLEAN_23,2,3,,0.0,12
cagen,MCA_14,2,2,,0.01,1540
cagen,MCAC_28,3,1,,0.0,4
pmedici,MCA_32,3,1,Timeout,300.03,0
cagen,MCAC_0,3,3,Timeout,300.0,0
iposolver,UNIFORM_ALL_29,3,3,,25.54,5932
pmedici,MCAC_34,3,1,,261.47,64
appts,UNIFORM_BOOLEAN_14,3,2,,35.49,16
appts,UNIFORM_ALL_0,2,3,,89.38,173
appts,UNIFORM_BOOLEAN_41,3,2,,25.69,12
iposolver,UNIFORM_BOOLEAN_36,2,3,,0.0,11
cagen,MCA_3,5,1,Timeout,300.07,0
cagen,UNIFORM_BOOLEAN_0,4,1,,0.0,38
pmedici,UNIFORM_ALL_7,3,1,,6.38,295
iposolver,UNIFORM_BOOLEAN_7,3,2,,0.0,14
appts,BOOLC_0,2,2,,3.07,8
iposolver,UNIFORM_ALL_1,4,1,Timeout,300.08,0
cagen,MCA_39,3,3,,0.0,444
cagen,MCAC_36,5,1,Timeout,300.02,0
appts,MCA_45,3,3,,18.16,10
cagen,UNIFORM_ALL_10,4,3,,0.0,81
appts,MCAC_25,2,1,,300.15,1860
cagen,UNIFORM_ALL_45,4,3,,21.18,499359
appts,MCA_10,3,3,,300.13,61050
cagen,BOOLC_22,2,3,,0.04,12
appts,UNIFORM_BOOLEAN_39,2,3,,14.34,8
appts,MCAC_4,2,2,,52.45,1360
cagen,UNIFORM_ALL_23,3,2,,0.24,9537
iposolver,UNIFORM_BOOLEAN_28,4,3,,0.0,16
appts,UNIFORM_ALL_29,3,2,,300.13,5495
iposolver,MCA_19,4,2,Timeout,300.06,0
cagen,UNIFORM_ALL_8,5,1,,1.32,1889568
pmedici,UNIFORM_ALL_36,4,1,Timeout,300.02,0
iposolver,UNIFORM_ALL_5,4,3,,1.7,20442
cagen,UNIFORM_BOOLEAN_39,4,1,,0.01,61
pmedici,BOOLC_29,2,2,Invalid,1.9,15
cagen,BOOLC_26,2,1,,0.0,6
pmedici,MCAC_48,2,2,Invalid,12.38,2046
